Carrozzeria,id_annuncio,Alimentazione,Tipo di cambio,Tipo di veicolo,Marca,Modello,Porte,Tipo di unita,Cilindrata,Posti a sedere,Cilindri,Colore esterno,Marce,Classe emissioni,Emissioni di CO2,Consumo carburante,Colore originale,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Per neopatentati,Veicolo per non fumatori,Anno,Tagliandi certificati
Station wagon,83a8b697-4017-497c-baee-a43042a788a7,Diesel,Manuale,KM0,Opel,Insignia,5,anteriore,1956,5,4,Argento,6,Euro 6,139 g CO2/km (comb.),"5,3 l/100 km (comb.)
6,9 l/100 km (urbano)
4,4 l/100 km (extraurbano)",MAGNETIC SILVER,"Pelle parziale, Nero",Metallizzato,1633,,,,,2018,
Station wagon,1bb2d7b9-1a77-4697-a656-9f33f448d419,Diesel,Manuale,KM0,Renault,Megane,5,anteriore,1461,5,4,Nero,6,Euro 6,102 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,5 l/100 km (urbano)
3,5 l/100 km (extraurbano)",Nero,,Metallizzato,1367,60 mese,,,,2019,
Station wagon,635f372b-881b-4b4c-b758-026f225df2e6,Diesel,Manuale,KM0,Dacia,Logan,5,anteriore,1461,5,4,Argento,5,Euro 6,100 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,1 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Argento,,Metallizzato,1165,60 mese,,,,2019,
Station wagon,eb27d780-8105-48ee-ae40-281dc13ba902,Diesel,Automatico,KM0,Renault,Clio,5,anteriore,1461,5,4,Blu/Azzurro,5,Euro 6,108 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,8 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Blu,,Metallizzato,1261,60 mese,,Sì,,2019,
Station wagon,f1c50f87-efc1-4dc4-bc5f-433d7b017d8e,Diesel,Automatico,KM0,Peugeot,508,5,anteriore,1997,5,4,Grigio,8,Euro 6d-TEMP,110 g CO2/km (comb.),"4,2 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio amazzonite,"Altro, Nero",Metallizzato,,12 mese,,,,2020,Sì
Station wagon,8e713c22-80a0-4df8-a1fe-129851c09f54,Diesel,Automatico,KM0,Opel,Astra,5,anteriore,1499,5,,Grigio,5,Euro 6,,,You Drive Me Grazy,"Stoffa, Grigio",Metallizzato,,24 mese,,,,2019,
Station wagon,74c127fb-984d-4298-81dc-6096a2c388d3,Diesel,Automatico,KM0,Audi,A4,5,4x4,1968,5,4,Grigio,7,Euro 6,134 g CO2/km (comb.),"5,1 l/100 km (comb.)
5,8 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Grigio Quantum,"Pelle totale, Nero",,,,1,,,2020,
Station wagon,f3c45be0-7851-4df3-ba86-53b3dc1aa977,Diesel,Automatico,KM0,Renault,Talisman,5,anteriore,1997,5,4,Blu/Azzurro,6,Euro 6,126 g CO2/km (comb.),"4,8 l/100 km (comb.)
5,5 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Blu,Pelle totale,,,,,,,2020,
Station wagon,5d46f74e-a91d-4ad6-9084-9bafd7f1d0f3,Diesel,Automatico,KM0,Audi,A4,5,anteriore,1968,5,4,Grigio,,Euro 6,108 g CO2/km (comb.),"4,3 l/100 km (comb.)
4,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Grigio,Pelle totale,,,,,,,2019,
Station wagon,144c03a4-b737-49ad-bf2b-0ae9e3db8756,Diesel,Manuale,KM0,Ford,Focus,5,,1499,5,4,Nero,6,Euro 6d-TEMP,93 g CO2/km (comb.),"3,8 l/100 km (comb.)
4,2 l/100 km (urbano)
3,6 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1413,,1,,,2019,
Station wagon,9f17260e-92c3-4b98-93be-9e201a3052fd,Diesel,Automatico,KM0,MINI,Cooper D Clubman,5,anteriore,1995,5,4,Grigio,8,Euro 6,113 g CO2/km (comb.),"4,3 l/100 km (comb.)
4,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",GRIGIO METALLIZZATO,,Metallizzato,1505,Sì,1,,,2020,
Station wagon,322a996b-5fa2-4566-ae36-362976924093,Diesel,Automatico,KM0,BMW,318,5,posteriore,1995,5,4,Bianco,6,Euro 6,116 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",BIANCO,,,1650,Sì,1,,,2020,
Station wagon,34ece43f-8b39-4bc5-a0a8-29c21cf0d83d,Diesel,Manuale,KM0,Opel,Astra,5,anteriore,1598,5,4,Argento,6,Euro 6d-TEMP,121 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1403,,1,,,2019,
Station wagon,d266c346-557f-4023-8584-fc3a07621486,Diesel,Automatico,KM0,Opel,Astra,5,anteriore,1499,5,,Grigio,5,Euro 6,,,Sovereign Silver,"Stoffa, Grigio",Metallizzato,,24 mese,,,,2019,
Station wagon,b4496ff4-1c98-48d1-a43d-cb7eb8d84072,Diesel,Automatico,KM0,Opel,Astra,5,anteriore,1499,5,,Grigio,5,Euro 6,,,Sovereign Silver,"Stoffa, Grigio",Metallizzato,,24 mese,,,,2019,
Station wagon,bf760545-810c-4df2-9443-1b1eec45c23a,Diesel,Automatico,KM0,Volkswagen,Passat Variant,5,anteriore,1968,5,4,Nero,7,Euro 6,120 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,3 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Nero,"Stoffa, Grigio",Metallizzato,1600,48 mese,1,,,2020,
Station wagon,faf39658-36a0-4d8c-96ae-97aae5cab9f5,Diesel,Automatico,KM0,Volkswagen,Passat,5,anteriore,1968,5,4,Grigio,7,Euro 6,118 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,3 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Grigio Manganese metallizzato,Nero,Metallizzato,1600,12 mese,,,,2020,
Station wagon,6acb51c6-4526-4f5e-92af-7a44121f6872,Diesel,Automatico,KM0,Volkswagen,Passat,5,anteriore,1968,5,4,Grigio,7,Euro 6,105 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Grigio Manganese metallizzato,Nero,Metallizzato,1590,12 mese,,,,2020,
Station wagon,186b4463-cec7-460f-8c3b-bcf6fb70b900,Diesel,Automatico,KM0,Volkswagen,Passat,5,anteriore,1598,5,4,Argento,7,Euro 6,111 g CO2/km (comb.),"4,4 l/100 km (comb.)
4,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Pyrit Silver metallizzato,Nero,Metallizzato,1545,12 mese,,,,2020,
Station wagon,9b1c710e-4459-4cdd-97d2-c1fb9fd17f32,Diesel,Automatico,KM0,MINI,Cooper D Clubman,5,anteriore,1995,5,4,Grigio,6,Euro 6,109 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,8 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,,Metallizzato,,,1,,,2019,
Station wagon,cfb5f164-5ba2-4d59-9e6f-309a7b391e1f,Diesel,Manuale,KM0,Opel,Astra,5,anteriore,1496,5,3,Argento,6,Euro 6d-TEMP,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
4,1 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Sovereign Silver,"Stoffa, Nero",Metallizzato,1400,,1,,,2019,Sì
Station wagon,b55f97a5-3089-4ffe-8aad-5a8256d32632,Diesel,Manuale,KM0,Volkswagen,Golf,5,anteriore,1598,5,4,Grigio,5,,106 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Indium grey,"Altro, Altro",Metallizzato,,Sì,,,,2020,
Station wagon,87f4395d-ced3-4426-a845-057067c865c3,Diesel,Automatico,KM0,Audi,A4,,,1968,,,Nero,,,,,Nero Mito Metallizzato,Nero,Metallizzato,,,,,,2019,
Station wagon,5ef72689-153e-47f4-9429-107701f2385a,Diesel,Automatico,KM0,Audi,A4 allroad,,4x4,1968,5,,Bianco,,,,,BIANCO,,Base,,,,,,2019,
Station wagon,7e00674a-cb40-4d35-b2d9-4c99db707749,Diesel,Manuale,KM0,Fiat,Tipo,,anteriore,1248,5,,Blu/Azzurro,,,,,Blu Mediterraneo (Metallizzato,,Metallizzato,,,,,,2019,
Station wagon,f1d55b56-ab89-4961-80b8-9d0b89c3dfa5,Diesel,Automatico,KM0,Audi,A4,,,1968,,,Nero,,,,,Nero Mito Metallizzato,Nero,Metallizzato,,,,,,2019,
Station wagon,88f7a4e3-9d4e-41f6-a38b-06fb2ee53a0c,Diesel,Automatico,KM0,Volvo,V60,5,anteriore,1969,5,4,Grigio,8,Euro 6,119 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,3 l/100 km (urbano)
4,1 l/100 km (extraurbano)",grey,Grigio,,,,,,,2020,
Station wagon,19e9b29e-3040-43e4-8800-3fa99f7d97f2,Diesel,Manuale,KM0,Fiat,Tipo,5,anteriore,1598,5,4,Blu/Azzurro,6,Euro 6,121 g CO2/km (comb.),"4,6 l/100 km (comb.)
5 l/100 km (urbano)
4,4 l/100 km (extraurbano)",,"Stoffa, Altro",Metallizzato,,,,,,2018,
Station wagon,2a0ca4d5-0fd1-4fb9-a381-a28b9263dc8e,Diesel,Manuale,KM0,Peugeot,308,5,,1499,5,4,Grigio,5,Euro 6d-TEMP,91 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,9 l/100 km (urbano)
3,2 l/100 km (extraurbano)",,,,1280,,1,,,2020,
Station wagon,7c86d5ad-9b20-4c83-b9da-e20bf1d97b5b,Diesel,Manuale,KM0,Peugeot,308,5,anteriore,1499,5,4,Argento,6,Euro 6,97 g CO2/km (comb.),"3,7 l/100 km (comb.)
4,4 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Argento,,Metallizzato,,,,,,2020,
Station wagon,b2ab8a89-9153-4ae2-b04f-5ab823b40253,Diesel,Automatico,KM0,BMW,216,5,anteriore,1496,7,3,Nero,7,Euro 6,107 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,5 l/100 km (urbano)
3,8 l/100 km (extraurbano)",SAPHIRSCHWARZ METALLIZZATO,"Stoffa, Nero",Metallizzato,1615,24 mese,,,,2020,
Station wagon,9d01f001-3d89-4472-845d-89a76d0a1e3c,Diesel,Automatico,KM0,BMW,216,5,anteriore,1496,7,3,Nero,7,Euro 6,107 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,5 l/100 km (urbano)
3,8 l/100 km (extraurbano)",SAPHIRSCHWARZ METALLIZZATO,"Stoffa, Nero",Metallizzato,1615,24 mese,,,,2020,
Station wagon,fa3bc584-56c8-4891-a7b8-f6f0afafe30a,Diesel,Automatico,KM0,BMW,216,5,anteriore,1496,7,3,Nero,7,Euro 6,107 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,5 l/100 km (urbano)
3,8 l/100 km (extraurbano)",SAPHIRSCHWARZ METALLIZZATO,"Stoffa, Nero",Metallizzato,1615,24 mese,,,,2020,
Station wagon,65b909ca-908b-4cb4-93c4-8ee067d9d2cb,Diesel,Automatico,KM0,BMW,216,5,anteriore,1496,7,3,Nero,7,Euro 6,107 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,5 l/100 km (urbano)
3,8 l/100 km (extraurbano)",SAPHIRSCHWARZ METALLIZZATO,"Stoffa, Nero",Metallizzato,1615,24 mese,,,,2020,
Station wagon,93ee20d9-301c-4759-b155-1f30549ff3fe,Diesel,Automatico,KM0,MINI,One D Clubman,5,anteriore,1496,5,3,Grigio,7,Euro 6,105 g CO2/km (comb.),"4 l/100 km (comb.)
4,4 l/100 km (urbano)
3,8 l/100 km (extraurbano)",MOONWALK GREY METALLIC,"Stoffa, Nero",Metallizzato,1480,24 mese,,,,2020,
Station wagon,4f710c16-f61e-4525-b66b-151ef60a376d,Diesel,Automatico,KM0,Audi,A4,5,anteriore,1968,5,4,Grigio,7,Euro 6,106 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio Manhattan,"Altro, Altro",Metallizzato,1600,24 mese,1,,,2020,
Station wagon,092d0aaf-6342-49de-a535-5019f1f9d8bb,Diesel,Automatico,KM0,Peugeot,508,5,anteriore,1499,5,4,Bianco,8,Euro 6d-TEMP,94 g CO2/km (comb.),"3,6 l/100 km (comb.)
4,2 l/100 km (urbano)
3,2 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",,,12 mese,,,,2020,Sì
Station wagon,a5681e02-aece-4474-986a-d7388d96b7ed,Diesel,Automatico,KM0,Peugeot,508,5,anteriore,1997,5,4,Bianco,8,,119 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,5 l/100 km (urbano)
3,9 l/100 km (extraurbano)",,"Stoffa, Altro",Metallizzato,,24 mese,,,,2020,
Station wagon,d33b8e8a-98dd-41b4-a89a-bd787ac7d48d,Diesel,Manuale,KM0,Fiat,Tipo,5,,1598,5,4,Nero,6,,,"4,6 l/100 km (comb.)
5 l/100 km (urbano)
4,4 l/100 km (extraurbano)",,,,,,,,,2018,
Station wagon,00f77f81-5962-4db7-a264-58d840adddca,Diesel,Manuale,KM0,Opel,Astra,5,anteriore,1598,5,4,Argento,6,Euro 6d-TEMP,121 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Argento,"Stoffa, Nero",Metallizzato,1403,Sì,,,,2019,
Station wagon,54cb7a4a-bf49-47bb-be11-e79d8e115dfa,Diesel,Manuale,KM0,Opel,Astra,5,anteriore,1598,5,4,Argento,6,Euro 6d-TEMP,121 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Argento,"Stoffa, Nero",Metallizzato,1403,Sì,,,,2019,
Station wagon,2d59dadd-e0ee-47fd-ac2f-1df0c08d1ffb,Diesel,Automatico,KM0,Opel,Insignia,5,anteriore,1598,5,4,Grigio,6,Euro 6d-TEMP,123 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",,"Pelle parziale, Nero",Metallizzato,1585,24 mese,1,,Sì,2020,Sì
Station wagon,dca34def-afdb-4a72-95f5-7243b55f8d49,Diesel,Manuale,KM0,Jeep,Compass,5,anteriore,1598,5,4,Nero,5,Euro 6d-TEMP,,,Nero,"Pelle parziale, Nero",Metallizzato,,24 mese,,,,2020,
Station wagon,cbf26bd1-a9b5-4476-88e9-a22e66d60d93,Diesel,Manuale,KM0,Fiat,Tipo,5,anteriore,1598,5,4,Nero,6,Euro 6,98 g CO2/km (comb.),"3,7 l/100 km (comb.)
4,4 l/100 km (urbano)
3,3 l/100 km (extraurbano)",Nero,"Stoffa, Nero",Metallizzato,1395,12 mese,,,,2017,
Station wagon,60ca0102-abbc-4f6d-8355-56e9701d3545,Diesel,Automatico,KM0,Peugeot,508,5,anteriore,1499,5,4,Grigio,8,Euro 6d-TEMP,94 g CO2/km (comb.),"3,6 l/100 km (comb.)
4,2 l/100 km (urbano)
3,2 l/100 km (extraurbano)",Grigio,"Stoffa, Nero",Metallizzato,,12 mese,,,,2020,Sì
Station wagon,966bdf4d-2264-497b-b95b-f76410d08f65,Diesel,Automatico,KM0,Audi,A4,5,anteriore,1968,5,4,Nero,7,Euro 6,115 g CO2/km (comb.),"4,4 l/100 km (comb.)
4,9 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Nero Mito Metallizzato,,Metallizzato,,48 mese,1,,,2020,
Station wagon,449dacf6-74f3-4632-9ca4-d80b49d95f4f,Diesel,Automatico,KM0,Jeep,Renegade,5,anteriore,1598,5,4,Bianco,6,Euro 6,125 g CO2/km (comb.),"4,8 l/100 km (comb.)
5,3 l/100 km (urbano)
4,4 l/100 km (extraurbano)",,"Stoffa, Nero",,,,,,,2019,Sì
Station wagon,a14ca780-4caf-454d-95d8-040743fee6aa,Diesel,Automatico,KM0,Volkswagen,Passat,5,4x4,1968,5,4,Nero,7,Euro 6,137 g CO2/km (comb.),"5,2 l/100 km (comb.)
6 l/100 km (urbano)
4,7 l/100 km (extraurbano)",,"Altro, Altro",,,,,,,2019,
Station wagon,120b33e4-6ae7-47fa-b135-25889129ccff,Diesel,Automatico,KM0,BMW,318,5,posteriore,1995,5,4,Bianco,8,Euro 6,111 g CO2/km (comb.),"4,2 l/100 km (comb.)
4,9 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Bianco,"Pelle parziale, Nero",,1660,Sì,,,,2020,
Station wagon,4e21e2b5-6c48-4ed7-948d-a21c0bbcf312,Diesel,Automatico,KM0,BMW,520,5,posteriore,1995,5,4,Nero,8,Euro 6,125 g CO2/km (comb.),"4,8 l/100 km (comb.)
5,3 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Nero,"Pelle totale, Beige",Metallizzato,1760,Sì,,,,2019,
Station wagon,e989385d-8011-4bd5-a2ee-a457d7b4f766,Diesel,Automatico,KM0,BMW,318,5,posteriore,1995,5,4,Nero,8,Euro 6,111 g CO2/km (comb.),"4,2 l/100 km (comb.)
4,9 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Nero,"Pelle parziale, Nero",Metallizzato,1660,Sì,,,,2020,
Station wagon,f889c569-b73e-47b7-96d2-e358c4721017,Diesel,Automatico,KM0,BMW,318,5,posteriore,1995,5,4,Grigio,8,Euro 6,111 g CO2/km (comb.),"4,2 l/100 km (comb.)
4,9 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Grigio,"Stoffa, Nero",Metallizzato,1660,Sì,,,,2020,
Station wagon,3a0d8bf4-1116-41ab-972e-e3e1f6471e4e,Diesel,Automatico,KM0,BMW,318,5,posteriore,1995,5,4,Grigio,8,Euro 6,111 g CO2/km (comb.),"4,2 l/100 km (comb.)
4,9 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Grigio,"Stoffa, Nero",Metallizzato,1660,Sì,,,,2020,
Station wagon,3aaec1e4-7c7c-42e1-a87d-838459da95b3,Diesel,Automatico,KM0,BMW,320,5,posteriore,1995,5,4,Grigio,8,Euro 6,119 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",Grigio,"Pelle totale, Beige",Metallizzato,1640,Sì,,,,2019,
Station wagon,cbf5f821-8745-4ebf-9b0a-bc2effaeb492,Diesel,Automatico,KM0,BMW,318,5,posteriore,1995,5,4,Nero,8,Euro 6,116 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",Nero,"Pelle totale, Beige",Metallizzato,1650,Sì,,,,2019,
Station wagon,7eaf96a6-e943-4af2-a7d7-f2fbef66c44b,Diesel,Automatico,KM0,BMW,320,5,posteriore,1995,5,4,Nero,8,Euro 6,119 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",Nero,"Pelle totale, Beige",Metallizzato,1640,Sì,,,,2019,
Station wagon,6d194eca-ca9f-441f-9f72-7670353defd1,Diesel,Automatico,KM0,BMW,320,5,posteriore,1995,5,4,Bianco,8,Euro 6,119 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",Bianco,"Pelle parziale, Grigio",,1640,Sì,,,,2019,
Station wagon,adec038b-ff0b-48fc-9dcf-d02cb55b5b77,Diesel,Automatico,KM0,BMW,320,5,4x4,1995,5,4,Nero,8,Euro 6,121 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,2 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Nero,"Pelle totale, Beige",Metallizzato,1715,Sì,,,,2019,
Station wagon,7d17c016-7078-4d66-9e52-1f8d51badb9f,Diesel,Automatico,KM0,BMW,320,5,4x4,1995,5,4,Bianco,8,Euro 6,121 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,2 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Bianco,"Pelle totale, Nero",,1715,Sì,,,,2019,
Station wagon,7286133e-b0a6-4529-b43b-f591dccb428c,Diesel,Automatico,KM0,BMW,320,5,posteriore,1995,5,4,Nero,8,Euro 6,128 g CO2/km (comb.),"4,9 l/100 km (comb.)
5,7 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Nero,"Pelle totale, Beige",Metallizzato,1645,Sì,,,,2019,
Station wagon,eb827c0f-2e4e-4154-82eb-218b2bb383c8,Diesel,Automatico,KM0,BMW,320,5,posteriore,1995,5,4,Nero,8,,119 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",Nero,"Pelle totale, Beige",Metallizzato,1640,Sì,,,,2019,
Station wagon,0cae622f-c736-4d41-9136-8b841c0f2a2b,Diesel,Automatico,KM0,BMW,320,5,posteriore,1995,5,4,Bianco,8,,119 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",Bianco,"Pelle totale, Nero",Metallizzato,1640,Sì,,,,2019,
Station wagon,58f1a6b9-26d5-4505-9cb8-f78e8175f830,Diesel,Automatico,KM0,BMW,320,5,posteriore,1995,5,4,Grigio,8,,119 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",Grigio,"Stoffa, Beige",Metallizzato,1640,Sì,,,,2019,
Station wagon,cec285a5-11ef-4d99-8973-b56b3aa23c61,Diesel,Automatico,KM0,BMW,520,5,posteriore,1995,5,4,Bianco,8,Euro 6,134 g CO2/km (comb.),"5,1 l/100 km (comb.)
6,1 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Bianco,"Alcantara, Grigio",,1730,Sì,,,,2019,
Station wagon,91e762a6-a50e-4396-8f28-059781409f30,Diesel,Manuale,KM0,Opel,Astra,5,anteriore,1598,5,4,Argento,6,Euro 6d-TEMP,121 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Argento,"Pelle parziale, Nero",Metallizzato,1403,Sì,,,,2019,
Station wagon,4be22d51-d6ed-49f8-833b-abfa01ece2dd,Diesel,Automatico,KM0,Ford,Focus,5,anteriore,4,5,4,Blu/Azzurro,8,Euro 6,104 g CO2/km (comb.),"4,3 l/100 km (comb.)
5,1 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Chrome Blue - Metallizzato,"Stoffa, Nero",Metallizzato,1470,24 mese,1,,Sì,2020,Sì
Station wagon,b9a3dd13-2b3b-4978-8552-28ac417cf020,Diesel,Automatico,KM0,Ford,Focus,5,anteriore,4,5,4,Blu/Azzurro,8,Euro 6,104 g CO2/km (comb.),"4,3 l/100 km (comb.)
5,1 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Chrome Blue - Metallizzato,"Stoffa, Nero",Metallizzato,1470,24 mese,1,,Sì,2020,Sì
Station wagon,d802cb67-a631-456a-b557-7a85c2afab40,Diesel,Automatico,KM0,Audi,A4 allroad,5,4x4,1968,5,4,Bianco,7,,132 g CO2/km (comb.),"4,9 l/100 km (comb.)
5,5 l/100 km (urbano)
4,6 l/100 km (extraurbano)",,"Altro, Altro",,,Sì,,,,2020,
Station wagon,c4c95625-3fa0-4d88-8e3d-8ffeaad86528,Diesel,Semiautomatico,KM0,Renault,Talisman,5,,1598,5,4,Blu/Azzurro,6,Euro 6d-TEMP,130 g CO2/km (comb.),"4,9 l/100 km (comb.)
5,5 l/100 km (urbano)
4,6 l/100 km (extraurbano)",,"Stoffa, Altro",Metallizzato,1713,24 mese,1,,Sì,2019,Sì
Station wagon,69169b6f-520f-413a-b886-a36c310be8a4,Diesel,Automatico,KM0,Peugeot,508,5,anteriore,1499,5,4,Grigio,8,Euro 6d-TEMP,94 g CO2/km (comb.),"3,6 l/100 km (comb.)
4,2 l/100 km (urbano)
3,2 l/100 km (extraurbano)",Grigio,"Stoffa, Nero",Metallizzato,,12 mese,,,,2020,Sì
Station wagon,de8d2bad-5638-48f6-85d5-7959bbb14985,Diesel,Automatico,KM0,Mercedes-Benz,C 220,5,4x4,1950,5,4,Argento,9,Euro 6,123 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,8 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Argento,"Pelle parziale, Nero",Metallizzato,1615,,,,,2020,Sì
Station wagon,b6b2bc69-5a2f-49eb-8ff5-926e8c8fda39,Diesel,Manuale,KM0,DS Automobiles,DS 3 Crossback,5,anteriore,1499,5,4,Grigio,6,Euro 6,98 g CO2/km (comb.),"3,7 l/100 km (comb.)
4,2 l/100 km (urbano)
3,5 l/100 km (extraurbano)",Grigio scuro,"Pelle totale, Nero",Metallizzato,,,,,,2020,
Station wagon,8ccf4a38-1d55-4d3d-ae98-027137c63696,Diesel,Automatico,KM0,Jaguar,F-Pace,5,4x4,1999,5,4,Grigio,8,Euro 6d-TEMP,151 g CO2/km (comb.),"5,1 l/100 km (comb.)
6 l/100 km (urbano)
4,6 l/100 km (extraurbano)",,"Pelle parziale, Nero",Metallizzato,1795,,1,,,2020,
Station wagon,f3917258-f9b9-4bd1-94e1-0b2e997cf2eb,Diesel,Automatico,KM0,Mercedes-Benz,C 220,5,4x4,1950,5,4,Argento,9,Euro 6,123 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,8 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Argento,"Pelle parziale, Nero",Metallizzato,1615,,,,,2020,Sì
Station wagon,a5d84e92-0ce0-4354-a175-59f041dbc69a,Diesel,Automatico,KM0,MINI,Cooper D Clubman,5,anteriore,1995,5,,Nero,7,Euro 6,,,Nero,"Stoffa, Grigio",Metallizzato,,24 mese,,,,2020,
Station wagon,2cf90fd3-6de0-4472-9983-256db493555d,Diesel,Manuale,KM0,DS Automobiles,DS 3 Crossback,5,anteriore,1499,5,4,Grigio,6,,97 g CO2/km (comb.),"3,7 l/100 km (comb.)
4,2 l/100 km (urbano)
3,5 l/100 km (extraurbano)",,"Alcantara, Nero",Metallizzato,1280,,1,,Sì,2019,
Station wagon,46a1e5a1-d9f3-4918-8772-7cd41bcf1886,Diesel,Automatico,KM0,Volvo,V60,5,anteriore,1969,5,4,Bianco,8,,,,Cristal White Pearl,"Pelle parziale, Nero",Metallizzato,,,1,,Sì,2020,
Station wagon,7dcabf40-b711-402b-8566-1a1f3ad4b604,Diesel,Automatico,KM0,Peugeot,508,5,anteriore,1499,5,4,Grigio,8,Euro 6d-TEMP,94 g CO2/km (comb.),"3,6 l/100 km (comb.)
4,2 l/100 km (urbano)
3,2 l/100 km (extraurbano)",Grigio,"Stoffa, Nero",Metallizzato,,12 mese,,,,2020,Sì
Station wagon,4cbcc60c-5642-4bc6-b074-8bcb035d69d5,Diesel,Automatico,KM0,BMW,520,5,posteriore,1995,5,4,Nero,8,Euro 6,125 g CO2/km (comb.),"4,8 l/100 km (comb.)
5,3 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Nero,"Pelle totale, Beige",Metallizzato,1760,Sì,,,,2019,
Station wagon,07977aaf-604b-4b6c-ab9a-5ac21067803b,Diesel,Automatico,KM0,BMW,318,5,posteriore,1995,5,4,Bianco,8,Euro 6,111 g CO2/km (comb.),"4,2 l/100 km (comb.)
4,9 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Bianco,"Pelle parziale, Nero",Base,1660,Sì,,,,2020,
