Carrozzeria,id_annuncio,Alimentazione,Tipo di veicolo,Anno,Marca,Modello,Porte,Posti a sedere,Tipo di cambio,Tipo di unita,Colore esterno,Emissioni di CO2,Rivestimenti,Colore originale,Tipo di vernice,Marce,Peso a vuoto,Usato Garantito,Per neopatentati,Proprietari,Cilindrata,Classe emissioni,Cilindri,Veicolo per non fumatori,Consumo carburante,Tagliandi certificati
City car,31e5ea84-01f5-4dd0-b584-0e58b2788e73,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Nero",Grigio scuro,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,70d9bfdc-60ac-4ec0-819f-8ed22ab47293,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Nero",Grigio scuro,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,9bdfe464-f45e-41c2-9eac-c6a04d6a6b67,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Nero",Grigio scuro,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,fdbe2ed3-193c-4056-bded-f51066ef8401,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Nero",Grigio scuro,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,1fbd5835-2720-4e1d-9722-44874cb06fdf,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Rosso,88 g CO2/km (comb.),"Stoffa, Nero",ROSSO PASSIONE,,6,1055,,Sì,1,999,Euro 6d-TEMP,3,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,f5e7f86c-9660-4a0a-ad88-d83033f850bf,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),"Stoffa, Nero",Azzurro,Metallizzato,6,1055,,Sì,,999,Euro 6d,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,c99d370a-13ce-4dad-94db-523e6fd67026,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),,Blu,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,d127c3da-58a5-44b0-b16e-d16757bbbfc5,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),Stoffa,,Metallizzato,6,,,,,999,Euro 6,3,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,41e1c8a7-e91b-4df7-adca-172f06039c3c,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Nero",,,6,,,,,999,Euro 6,3,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,6e970c6f-88a1-4229-b734-26c22c818b47,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Stoffa, Nero",Bianco Gelato,,6,980,24 mese,Sì,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,095040e7-0a9b-4de0-bb66-6860d03fcdba,Elettrica/Benzina,KM0,2020,Fiat,500,3,,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),"Stoffa, Nero",Blu Italia,,6,980,24 mese,,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",
City car,8579257a-ac3a-48e8-a707-8d4338d1819b,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Nero",Grigio Carrara,,6,980,23 mese,Sì,1,3,Euro 6,3,Sì,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,0ffe81dd-2f47-4553-8361-7d3bee6f18f6,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Stoffa, Nero",Bianco Gelato,,6,980,24 mese,Sì,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,650a1cca-006f-44cf-955a-b7e6eadccdb2,Elettrica/Benzina,KM0,2020,Fiat,500,3,,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),"Stoffa, Nero",Blu Italia,,6,980,24 mese,,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",
City car,46241fc9-fead-4625-bac7-a5b097fec5b2,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Nero",Grigio Carrara,,6,980,23 mese,Sì,1,3,Euro 6,3,Sì,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,16d6a186-1f19-4f7d-a7e3-69a721b11e14,Elettrica/Benzina,KM0,2020,Fiat,Panda,5,5,Manuale,anteriore,Marrone,89 g CO2/km (comb.),"Pelle totale, Nero",caffè italiano,,6,1055,,Sì,1,999,Euro 6d-TEMP,3,,"4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,5 l/100 km (extraurbano)",
City car,ee63fc01-6984-48a6-b742-c0be5c646532,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Grigio",Bianco,Base,6,1055,Sì,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,aef37e54-972f-4c28-85b3-5c509dcaa100,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Grigio",Bianco,Base,6,1055,Sì,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,56c8cd27-69c4-4a95-a229-eeb253cbee1c,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Nero,88 g CO2/km (comb.),"Stoffa, Grigio",Nero,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,cd19afe5-c097-4f36-99f7-10d1d1607685,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Stoffa, Grigio",Bianco,Base,6,1055,24 mese,Sì,,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,3c2f1e72-11df-4011-a2a9-5f6d269110de,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),"Stoffa, Nero",Blu Dipinto di Blu,,6,980,24 mese,Sì,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,d413ab52-9f91-4776-afb3-f64ea72e0a52,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),"Stoffa, Nero",Blu Dipinto di Blu,,6,980,24 mese,Sì,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,17864836-33b2-42cb-a686-1c3d9e104d0e,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Nero",Grigio Pompei,,6,980,24 mese,Sì,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,a84f4c11-3571-47b9-bd4a-ee6d36498020,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Stoffa, Nero",Bianco Gelato,,6,980,24 mese,Sì,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,8f4dd6e5-4a2d-42c8-be9f-5784c7fc1306,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Nero,88 g CO2/km (comb.),"Stoffa, Nero",Nero Vesuvio,,6,980,24 mese,Sì,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,9a75965c-d6d1-4245-a980-4c162315c584,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),"Stoffa, Nero",Blu Dipinto di Blu,,6,980,24 mese,Sì,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,c381f9fc-8e4b-4582-9eaa-625bdbcc8fa0,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Nero",Grigio Pompei,,6,980,24 mese,Sì,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,484d9780-dbe7-489b-9da9-f9e337fc4c0c,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Nero,88 g CO2/km (comb.),"Stoffa, Nero",Nero Vesuvio,,6,980,24 mese,Sì,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,d9f35486-2254-4496-b082-059b6a64c741,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Stoffa, Nero",Bianco Gelato,,6,980,24 mese,Sì,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,3b1e64f6-276d-469e-8d33-18197b7c7cf3,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),"Stoffa, Nero",Blu Dipinto di Blu,,6,980,24 mese,Sì,1,3,Euro 6,3,,"3,4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Sì
City car,b42bce08-d2c1-410d-814d-b03ee762b0f7,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Nero",Grigio scuro,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,d5e39277-0661-4bb8-8ce3-b68fd793c207,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Stoffa, Altro",Bianco Gelato,Metallizzato,6,1055,24 mese,Sì,1,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,a9ca5edb-3e8e-4920-99e6-7b366984139b,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),,Azzurro,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,adecf1bf-7e41-49ba-b059-ba1009c36ca4,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),,Azzurro,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,668cf9a5-9c58-4126-80cd-58cf2e6b4566,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Nero",Bianco Gelato,Metallizzato,6,1055,24 mese,Sì,1,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,608c7638-7aa6-4e29-8439-b764b3b4d6c6,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Nero,88 g CO2/km (comb.),"Stoffa, Nero",Nero,Metallizzato,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,40e1c1ab-6f53-4ccc-a7c9-4c5e444fda7d,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Nero",Grigio scuro,Metallizzato,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,5d5ddec7-7290-4567-9d71-c50449d33663,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Nero",Bianco,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,cecc45dc-9a5e-49f0-b213-cff51d66a669,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),"Pelle parziale, Nero",Blu,Metallizzato,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,151f5b14-20d4-478e-b92f-8d08ddab9770,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Nero",Bianco,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,f8aaa2fc-2afd-46f9-b101-9ad9f4805f8d,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Nero",Grigio,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,bbdc66da-ba35-4a33-abcd-b4ee6bb02a33,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Stoffa, Grigio",Bianco,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6d,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,68059204-e5e7-4985-a50e-401b0e3dde91,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Nero",Grigio scuro,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,4e532bb0-575d-4e65-b452-e9636f6246a4,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Nero",Grigio scuro,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,3da371c9-9054-47cf-947b-59176628956f,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Nero,88 g CO2/km (comb.),"Pelle parziale, Nero",Nero,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,a04058c6-742c-4ed4-b069-3114d6c8048d,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),"Stoffa, Grigio",Blu,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6d,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,264aca4f-2f60-4a71-af61-bfec9ebf4585,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Stoffa, Altro",Bianco Gelato,,6,1055,,Sì,1,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,67cd8fc8-d443-442b-bcf8-371b511719c8,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),"Stoffa, Beige",Blu,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,9a76315a-dd77-4aad-a6a8-8f6e34060143,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Beige",Grigio,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,8af95869-ff9e-4fe9-8868-d670982fff1d,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Rosso,88 g CO2/km (comb.),"Stoffa, Nero",Bordeaux,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6d,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,a0b058b2-7558-4516-bcc5-d7c6162d09e0,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Grigio",Grigio scuro,Metallizzato,6,1055,24 mese,Sì,1,999,Euro 6d,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,b01bf948-a0bd-4efb-835b-eacca6889c16,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,90 g CO2/km (comb.),Stoffa,BLU DIPINTO DI BLU,Metallizzato,6,,24 mese,,,999,Euro 6d-TEMP,3,,"4 l/100 km (comb.)
5 l/100 km (urbano)
4 l/100 km (extraurbano)",
City car,f478fc06-7402-4c52-b87f-2fd1361af8f4,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Nero",Grigio Colosseo,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,b2f2ba1a-21b1-40d5-a24b-1e3f7901c1fa,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Nero,88 g CO2/km (comb.),"Stoffa, Nero",Nero,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,be00d3d2-ef63-4ec2-8441-82ec890d1b6c,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Argento,88 g CO2/km (comb.),"Stoffa, Nero",Vari colori,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
