File,seller,vehicle,country,address,id_annuncio,asking_price,link_annuncio,vehicle_user_desc
pagina_di_ricerca_fuel_D_condition_U.json,Pedroni Auto di Pedroni Angelo & c. sas,Ford Fiesta,IT,25024 Leno - Bs,07992370-c2f5-428a-91af-e9c761b070da,264,https://www.autoscout24.it/annunci/ford-fiesta-1-4-tdci-3p-neop-clima-15-radio-cd-mp3-usb-diesel-blu-azzurro-07992370-c2f5-428a-91af-e9c761b070da?cldtidx=11&cldtsrc=listPage,"1.4 TDCi 3p. Neop. Clima,15"",Radio Cd Mp3/Usb"
pagina_di_ricerca_fuel_D_condition_U.json,Top Marques Srl,Volkswagen Maggiolino,IT,36061 Bassano del Grappa - Vicenza - Vi,05d65374-2858-4543-87a3-a3916d84940f,1580,https://www.autoscout24.it/annunci/volkswagen-maggiolino-2-0-tdi-dsg-fender-edition-diesel-nero-05d65374-2858-4543-87a3-a3916d84940f?cldtidx=12&cldtsrc=listPage,2.0 TDI DSG Fender Edition
pagina_di_ricerca_fuel_D_condition_U.json,Real srl,Fiat Panda,IT,10024 Moncalieri - To,fdf638b0-9f3d-d00e-e053-0100007f9c2a,690,https://www.autoscout24.it/annunci/fiat-panda-1-3-mjt-95-cv-s-diesel-argento-fdf638b0-9f3d-d00e-e053-0100007f9c2a?cldtidx=13&cldtsrc=listPage,1.3 MJT 95 CV S
pagina_di_ricerca_fuel_D_condition_U.json,Europe Motors Srls,Peugeot 208,IT,20861 Brugherio - Monza e Brianza - MB,90050d9e-a424-4a1a-b5b8-eed07427df84,749,https://www.autoscout24.it/annunci/peugeot-208-1-6-8v-e-hdi-92cv-stop-start-3p-allure-full-opt-diesel-blu-azzurro-90050d9e-a424-4a1a-b5b8-eed07427df84?cldtidx=14&cldtsrc=listPage,1.6 8V e-HDi 92CV Stop&Start 3p. Allure#FULL OPT.
pagina_di_ricerca_fuel_D_condition_U.json,Europe Motors Srls,Peugeot 208,IT,20861 Brugherio - Monza e Brianza - MB,d8080c43-c718-4b65-9357-13bd2390a37a,749,https://www.autoscout24.it/annunci/peugeot-208-1-6-8v-e-hdi-92cv-stop-start-3p-allure-full-opt-diesel-blu-azzurro-d8080c43-c718-4b65-9357-13bd2390a37a?cldtidx=15&cldtsrc=listPage,1.6 8V e-HDi 92CV Stop&Start 3p. Allure#FULL OPT.
pagina_di_ricerca_fuel_D_condition_U.json,Lancia Martorana,Ford Fiesta,Michele Martorana - Stefano Cappelletti,IT,07649cc4-1f76-44b0-a2a8-2452dc79a62c,1050,https://www.autoscout24.it/annunci/ford-fiesta-1-5-tdci-85cv-plus-diesel-grigio-07649cc4-1f76-44b0-a2a8-2452dc79a62c?cldtidx=16&cldtsrc=listPage,1.5 tdci 85cv Plus
pagina_di_ricerca_fuel_D_condition_U.json,Estercar Srl,DS Automobiles DS 3,IT,25034 Orzinuovi - Brescia - Bs,9e37caf0-54df-4f70-8506-7eb26cbdb3b6,690,https://www.autoscout24.it/annunci/ds-automobiles-ds-3-1-6-hdi-90-so-chic-diesel-bianco-9e37caf0-54df-4f70-8506-7eb26cbdb3b6?cldtidx=17&cldtsrc=listPage,1.6 HDi 90 So Chic
pagina_di_ricerca_fuel_D_condition_U.json,MBA Automobili dal 1982 – Mario Amico,Fiat Grande Punto,IT,10149 Torino,df6bedb4-d364-4e85-966c-20749ef424ed,165,https://www.autoscout24.it/annunci/fiat-grande-punto-1-3-mjt-75-cv-3p-active-leggi-bene-diesel-nero-df6bedb4-d364-4e85-966c-20749ef424ed?cldtidx=18&cldtsrc=listPage,1.3 MJT 75 CV 3P Active LEGGI BENE
pagina_di_ricerca_fuel_D_condition_U.json,Gi Auto Srl,Citroen C3,IT,36075 Montecchio Maggiore,55401a83-34fe-472f-811e-aeeda8bed6b0,299,https://www.autoscout24.it/annunci/citroen-c3-1-4-hdi-70cv-neopatentati-unico-proprietario-diesel-nero-55401a83-34fe-472f-811e-aeeda8bed6b0?cldtidx=19&cldtsrc=listPage,1.4 HDi 70CV **NEOPATENTATI**UNICO PROPRIETARIO**
pagina_di_ricerca_fuel_D_condition_U.json,Locauto Due Srl,Peugeot 208,IT,10151 Torino - To,66067a45-620e-4c1e-9c7d-d86b961890e5,999,https://www.autoscout24.it/annunci/peugeot-208-bluehdi-75-5-porte-allure-diesel-grigio-66067a45-620e-4c1e-9c7d-d86b961890e5?cldtidx=20&cldtsrc=listPage,BlueHDi 75 5 porte Allure
pagina_di_ricerca_fuel_D_condition_U.json,Manucar di Mascia Emanuele,Renault Clio,IT,44049 Budrio - Ferrara,14f2b8c0-ef7d-447f-8e83-fba79e0ba085,160,https://www.autoscout24.it/annunci/renault-clio-1-5-dci-diesel-argento-14f2b8c0-ef7d-447f-8e83-fba79e0ba085?cldtidx=1&cldtsrc=listPage,1.5 DCi
pagina_di_ricerca_fuel_D_condition_U.json,LVR Group srl,Toyota Yaris,IT,12062 Roreto di Cherasco - Cuneo - Torino,017b730b-51c8-4385-a7f5-17c421e8f441,345,https://www.autoscout24.it/annunci/toyota-yaris-1-4-d-4d-3p-m-mt-sol-automatica-diesel-grigio-017b730b-51c8-4385-a7f5-17c421e8f441?cldtidx=2&cldtsrc=listPage,1.4 D-4D 3p M-MT Sol AUTOMATICA
pagina_di_ricerca_fuel_D_condition_U.json,Mignolliauto srl,Alfa Romeo MiTo,IT,37029 San Pietro In Cariano – Verona – Vr,2c88fe11-7f25-43d0-9ca9-307840aa72e1,780,https://www.autoscout24.it/annunci/alfa-romeo-mito-1-3-jtdm-85-cv-s-s-distinctive-neopatentati-diesel-nero-2c88fe11-7f25-43d0-9ca9-307840aa72e1?cldtidx=3&cldtsrc=listPage,1.3 JTDm 85 CV S&S Distinctive NEOPATENTATI
pagina_di_ricerca_fuel_D_condition_U.json,Auto Valer Srls,Audi A1,IT,10098 Rivoli - Torino - TO,61e0e7b7-edad-4a8b-91dd-27c863a0e40c,750,https://www.autoscout24.it/annunci/audi-a1-1-6-tdi-105-cv-attraction-diesel-blu-azzurro-61e0e7b7-edad-4a8b-91dd-27c863a0e40c?cldtidx=4&cldtsrc=listPage,1.6 TDI 105 CV Attraction
pagina_di_ricerca_fuel_D_condition_U.json,Manzoni Automobili Srl,Audi A1,IT,24060 San Paolo D'Argon - Bergamo,d56cc583-02ce-433f-a176-0c77944a6ff2,1590,https://www.autoscout24.it/annunci/audi-a1-1-4-tdi-pacchetto-s-line-neopatentati-diesel-argento-d56cc583-02ce-433f-a176-0c77944a6ff2?cldtidx=5&cldtsrc=listPage,1.4 TDI PACCHETTO S-LINE NEOPATENTATI
pagina_di_ricerca_fuel_D_condition_U.json,Autoberlin srl,Volkswagen Polo,IT,24040 Ciserano - Bergamo - Bg,05c8ba00-203f-4794-908c-8070ee4807db,120,https://www.autoscout24.it/annunci/volkswagen-polo-1-4-comfortline-diesel-blu-azzurro-05c8ba00-203f-4794-908c-8070ee4807db?cldtidx=6&cldtsrc=listPage,1.4 Comfortline
pagina_di_ricerca_fuel_D_condition_U.json,Prezioso Auto Srl,MINI Cooper D,IT,10046 Poirino - Torino,0da1a323-fe6f-470c-9175-3fe3ddd4795d,685,https://www.autoscout24.it/annunci/mini-cooper-d-mini-1-6-16v-diesel-grigio-0da1a323-fe6f-470c-9175-3fe3ddd4795d?cldtidx=7&cldtsrc=listPage,Mini 1.6 16V
pagina_di_ricerca_fuel_D_condition_U.json,Caritalia Srls,Fiat Panda,IT,20127 Milano - Mi,addce9a5-acc5-4a8e-887d-3a944269a6ce,420,https://www.autoscout24.it/annunci/fiat-panda-1-3-mjt-16v-dpf-dynamic-diesel-giallo-addce9a5-acc5-4a8e-887d-3a944269a6ce?cldtidx=8&cldtsrc=listPage,1.3 MJT 16V DPF Dynamic
pagina_di_ricerca_fuel_D_condition_U.json,University Cars,Fiat Panda,IT,16141 Genova,44f297d1-83d0-4c8c-8bca-ad3ddb8eb766,1190,https://www.autoscout24.it/annunci/fiat-panda-4x4-1-3-mj-diesel-bianco-44f297d1-83d0-4c8c-8bca-ad3ddb8eb766?cldtidx=9&cldtsrc=listPage,4X4 1.3 MJ
pagina_di_ricerca_fuel_D_condition_U.json,Ivani Auto,Toyota Yaris,IT,21052 Busto Arsizio - Varese - Va,f369fe91-3a54-4390-b54c-a1accd271398,8700,https://www.autoscout24.it/annunci/toyota-yaris-1-4-d-4d-90-cv-euro-6-b-5-porte-diesel-bianco-f369fe91-3a54-4390-b54c-a1accd271398?cldtidx=10&cldtsrc=listPage,1.4 D-4D 90 CV EURO 6 B 5 PORTE
pagina_di_ricerca_fuel_D_condition_U.json,Dirauto srl,Audi A3,IT,25121 Brescia - BS,7bc8e672-d79e-428b-80db-383974fe9b85,250,https://www.autoscout24.it/annunci/audi-a3-1-9-tdi-ambiente-diesel-grigio-7bc8e672-d79e-428b-80db-383974fe9b85?cldtidx=11&cldtsrc=listPage,1.9 TDI Ambiente
pagina_di_ricerca_fuel_D_condition_U.json,Sesto Autoveicoli Spa,Audi A1,Referente: Settore Usato,IT,d71e26f9-f8c7-4006-b178-44dacb4603b4,1590,https://www.autoscout24.it/annunci/audi-a1-sportback-sportback-1-4-tdi-admired-diesel-bianco-d71e26f9-f8c7-4006-b178-44dacb4603b4?cldtidx=12&cldtsrc=listPage,Sportback Sportback 1.4 TDI Admired
pagina_di_ricerca_fuel_D_condition_U.json,Motorsport,Alfa Romeo MiTo,IT,10100 Torino - To,b0ee5185-988e-418e-be41-606e76f86540,999,https://www.autoscout24.it/annunci/alfa-romeo-mito-1-3-jtdm-95-cv-s-s-super-diesel-nero-b0ee5185-988e-418e-be41-606e76f86540?cldtidx=13&cldtsrc=listPage,1.3 JTDm 95 CV S&S Super
pagina_di_ricerca_fuel_D_condition_U.json,Auto Schio Srl,BMW 116,IT,36100 Schio - Vicenza - Vi,098a8cae-15cd-4d10-8dc7-f292576e095a,450,https://www.autoscout24.it/annunci/bmw-116-d-2-0-116cv-cat-3-porte-mod-attiva-dpf-diesel-bianco-098a8cae-15cd-4d10-8dc7-f292576e095a?cldtidx=14&cldtsrc=listPage,d 2.0 116CV cat 3 porte MOD. ATTIVA DPF
pagina_di_ricerca_fuel_D_condition_U.json,Magenta Motori Srl,Iveco,IT,20013 Magenta- Milano- Mi,3fd60921-c559-4b61-a020-dfd03bb03d07,749,https://www.autoscout24.it/annunci/iveco-others-lkw-trucks-turbozeta-carroatt-79-12-diesel-bianco-3fd60921-c559-4b61-a020-dfd03bb03d07?cldtidx=15&cldtsrc=listPage,LKW/TRUCKS TURBOZETA CARROATT. 79.12
pagina_di_ricerca_fuel_D_condition_U.json,Giulio Galimberti Automobili,Peugeot 208,IT,20900 Monza – Monza Brianza – Mb,5c141d6f-c1c7-4b77-88ab-0885c5406da6,880,https://www.autoscout24.it/annunci/peugeot-208-bluehdi-75-3-porte-active-diesel-grigio-5c141d6f-c1c7-4b77-88ab-0885c5406da6?cldtidx=16&cldtsrc=listPage,BlueHDi 75 3 porte Active
pagina_di_ricerca_fuel_D_condition_U.json,Giulio Galimberti Automobili,Alfa Romeo MiTo,IT,20900 Monza – Monza Brianza – Mb,5dc162c6-90ee-4ebd-8197-c8197f4b2cfb,590,https://www.autoscout24.it/annunci/alfa-romeo-mito-1-6-jtdm-16v-distinctive-premium-pack-diesel-rosso-5dc162c6-90ee-4ebd-8197-c8197f4b2cfb?cldtidx=17&cldtsrc=listPage,1.6 JTDm 16V Distinctive Premium Pack
pagina_di_ricerca_fuel_D_condition_U.json,AutoOne 24 di Piccinini Sergio Domenico,Volkswagen New Beetle,IT,20010 Bareggio Milano,ad9f91e5-9fe3-4b41-95cf-7e9a53755620,280,https://www.autoscout24.it/annunci/volkswagen-new-beetle-1-9-tdi-105cv-diesel-blu-azzurro-ad9f91e5-9fe3-4b41-95cf-7e9a53755620?cldtidx=18&cldtsrc=listPage,1.9 TDI 105CV
pagina_di_ricerca_fuel_D_condition_U.json,AutoOne 24 di Piccinini Sergio Domenico,Peugeot 207,IT,20010 Bareggio Milano,5e21685d-c47e-40f3-ac23-9edb4fc6975e,420,https://www.autoscout24.it/annunci/peugeot-207-1-4-hdi-70cv-fap-3p-x-line-neopatentati-diesel-bianco-5e21685d-c47e-40f3-ac23-9edb4fc6975e?cldtidx=19&cldtsrc=listPage,1.4 HDi 70CV FAP 3p. X Line NEOPATENTATI
pagina_di_ricerca_fuel_D_condition_U.json,Zaffani Car Srl,Fiat Strada,IT,37069 Villafranca - Verona- (VR),ae0d4149-827c-4e8c-9cb0-b3acc44d8700,10900,https://www.autoscout24.it/annunci/fiat-strada-1-3-mjt-95cv-pick-up-working-neopatentati-diesel-bianco-ae0d4149-827c-4e8c-9cb0-b3acc44d8700?cldtidx=20&cldtsrc=listPage,1.3 MJT 95CV Pick-up Working NEOPATENTATI
pagina_di_ricerca_fuel_D_condition_U.json,Tentorio Auto Srl,Audi A3,IT,23846 Garbagnate Monastero - Lecco,255a8ccd-ce72-4491-9a8f-00dde5bf5b01,19990,https://www.autoscout24.it/annunci/audi-a3-2-0-tdi-150-cv-quattro-ambition-s-line-diesel-nero-255a8ccd-ce72-4491-9a8f-00dde5bf5b01?cldtidx=1&cldtsrc=listPage,2.0 TDI 150 CV quattro Ambition S line
pagina_di_ricerca_fuel_D_condition_U.json,Locauto Due Srl,Peugeot 208,IT,10151 Torino - To,fa1ac39f-87b9-46d2-8382-277a3e36020e,999,https://www.autoscout24.it/annunci/peugeot-208-bluehdi-75-5-porte-allure-diesel-grigio-fa1ac39f-87b9-46d2-8382-277a3e36020e?cldtidx=2&cldtsrc=listPage,BlueHDi 75 5 porte Allure
pagina_di_ricerca_fuel_D_condition_U.json,Ranghetti Attilio e Figli,Audi A3,IT,24047 Treviglio - Bergamo - Bg,cc1c7686-5b70-4a05-bf9b-0f939bc45f36,335,https://www.autoscout24.it/annunci/audi-a3-2-0-16v-tdi-ambition-diesel-argento-cc1c7686-5b70-4a05-bf9b-0f939bc45f36?cldtidx=3&cldtsrc=listPage,2.0 16V TDI Ambition
pagina_di_ricerca_fuel_D_condition_U.json,Giusy Auto,Fiat Punto,IT,51018 Pieve a Nievole – Pistoia - Pt,361bf2a0-a157-4f1f-b8d2-027f86e88789,149,https://www.autoscout24.it/annunci/fiat-punto-1-3-multijet-16v-3-porte-actual-diesel-nero-361bf2a0-a157-4f1f-b8d2-027f86e88789?cldtidx=4&cldtsrc=listPage,1.3 Multijet 16V 3 porte Actual
pagina_di_ricerca_fuel_D_condition_U.json,"Privato,",SEAT Arosa,IT,37060 Trevenzuolo Vr,bf7212b0-f913-7743-e053-0100007f8b24,1,https://www.autoscout24.it/annunci/seat-arosa-signo-diesel-blu-azzurro-bf7212b0-f913-7743-e053-0100007f8b24?cldtidx=5&cldtsrc=listPage,Signo
pagina_di_ricerca_fuel_D_condition_U.json,Shopping Car Srl,Ford Fiesta,Massimiliano,IT,12457501-cb68-4889-bf6e-9068e8ca92f3,1550,https://www.autoscout24.it/annunci/ford-fiesta-1-5-tdci-120-cv-5-porte-st-line-diesel-rosso-12457501-cb68-4889-bf6e-9068e8ca92f3?cldtidx=6&cldtsrc=listPage,1.5 TDCi 120 CV 5 porte ST-Line
pagina_di_ricerca_fuel_D_condition_U.json,L'Automobile Srl,Fiat 500,IT,25016 Ghedi - Brescia,1aa3a3d5-c5a6-4499-99ab-3fb38e0ed109,960,https://www.autoscout24.it/annunci/fiat-500-1-3-multijet-95-cv-lounge-navi-pdc-15-diesel-blu-azzurro-1aa3a3d5-c5a6-4499-99ab-3fb38e0ed109?cldtidx=7&cldtsrc=listPage,"1.3 Multijet 95 CV Lounge NAVI PDC 15"""
pagina_di_ricerca_fuel_D_condition_U.json,Stemar Snc,Opel Corsa,IT,10086 Rivarolo Canavese - Torino - To,47b2cadd-32c1-498f-bc31-5c924435e61f,690,https://www.autoscout24.it/annunci/opel-corsa-1-3-cdti-95cv-3p-b-color-unipropr-ottima-diesel-bianco-47b2cadd-32c1-498f-bc31-5c924435e61f?cldtidx=8&cldtsrc=listPage,"1.3 CDTI 95CV 3p b-color ,unipropr,ottima!"
pagina_di_ricerca_fuel_D_condition_U.json,Auto SI Srl,Citroen DS3,IT,22073 Fino Mornasco - Como - Co,d0368655-affc-4393-91fd-8bf663e5364f,550,https://www.autoscout24.it/annunci/citroen-ds3-1-4-hdi-70-so-chic-ok-neopatentati-diesel-bianco-d0368655-affc-4393-91fd-8bf663e5364f?cldtidx=9&cldtsrc=listPage,1.4 HDi 70 So Chic ok neopatentati
pagina_di_ricerca_fuel_D_condition_U.json,Ariel Car Casei Gerola,Fiat Panda,IT,27050 Casei gerola - Pavia - Pv,55b276c5-b672-45b3-b4e0-90222c4184fc,8250,https://www.autoscout24.it/annunci/fiat-panda-1-3-mjt-16v-75cv-seamp-s-easy-5-porte-diesel-bianco-55b276c5-b672-45b3-b4e0-90222c4184fc?cldtidx=10&cldtsrc=listPage,1.3 Mjt 16v 75cv Seamp;S Easy 5 PORTE
pagina_di_ricerca_fuel_D_condition_U.json,Service Car Srl,Audi A3,IT,36014 Santorso - Vicenza - Vi,8c675b23-0631-49a3-9008-2023a954e549,1990,https://www.autoscout24.it/annunci/audi-a3-2-0-tdi-150-cv-s-line-ambition-diesel-nero-8c675b23-0631-49a3-9008-2023a954e549?cldtidx=11&cldtsrc=listPage,2.0 TDI 150 CV S-Line Ambition
pagina_di_ricerca_fuel_D_condition_U.json,Eurocar Srl Lorenzi auto hub,Fiat 500,IT,25016 Ghedi - Brescia - Bs,05200742-f5dd-47c0-9c92-d67cd995307a,8790,https://www.autoscout24.it/annunci/fiat-500-1-3-multijet-16v-95-cv-lounge-panorama-tft-bt-diesel-bianco-05200742-f5dd-47c0-9c92-d67cd995307a?cldtidx=12&cldtsrc=listPage,1.3 Multijet 16V 95 CV Lounge PANORAMA-TFT-BT
pagina_di_ricerca_fuel_D_condition_U.json,IntermediaAuto,MINI One D,IT,36027 Rosà - Vicenza - Vi,aeb81444-15ba-4b1f-8d71-33ea07a71f08,450,https://www.autoscout24.it/annunci/mini-one-d-mini-1-4-tdi-neopatentati-diesel-nero-aeb81444-15ba-4b1f-8d71-33ea07a71f08?cldtidx=13&cldtsrc=listPage,Mini 1.4 tdi NEOPATENTATI
pagina_di_ricerca_fuel_D_condition_U.json,IntermediaAuto,Audi A3,IT,36027 Rosà - Vicenza - Vi,0ccb6c6f-cbec-4dbb-9709-9a916c2c0d45,390,https://www.autoscout24.it/annunci/audi-a3-2-0-16v-tdi-ambition-115-000km-diesel-blu-azzurro-0ccb6c6f-cbec-4dbb-9709-9a916c2c0d45?cldtidx=14&cldtsrc=listPage,2.0 16V TDI Ambition 115.000km
pagina_di_ricerca_fuel_D_condition_U.json,AUTOEUR SRL,BMW 116,IT,51100 Pistoia,c2f4ea7b-8fae-4a12-b11e-bb3f4ec96c17,1340,https://www.autoscout24.it/annunci/bmw-116-f20-116d-5p-efficient-dynamics-unique-diesel-grigio-c2f4ea7b-8fae-4a12-b11e-bb3f4ec96c17?cldtidx=15&cldtsrc=listPage,(F20) 116d 5p. Efficient Dynamics Unique
pagina_di_ricerca_fuel_D_condition_U.json,FIMAUTO SPA,MINI One D,IT,37136 Verona - Vr,e5afdd52-b708-4bc9-b1eb-920055906848,17900,https://www.autoscout24.it/annunci/mini-one-d-1-5-3-porte-boost-diesel-grigio-e5afdd52-b708-4bc9-b1eb-920055906848?cldtidx=16&cldtsrc=listPage,1.5 3 porte Boost
pagina_di_ricerca_fuel_D_condition_U.json,AUTOGEMELLI,MINI One D,IT,36100 Vicenza - Vi,7b979ff4-80c3-45ba-8c49-2a1332d0703b,17900,https://www.autoscout24.it/annunci/mini-one-d-1-5-3-porte-boost-diesel-grigio-7b979ff4-80c3-45ba-8c49-2a1332d0703b?cldtidx=17&cldtsrc=listPage,1.5 3 porte Boost
pagina_di_ricerca_fuel_D_condition_U.json,Pastorello Srl,Volkswagen Golf,IT,38123 Trento - Tn,69c07387-4fd5-4391-babf-24fba420d5da,1240,https://www.autoscout24.it/annunci/volkswagen-golf-7-serie-1-6-tdi-5p-4motion-comfortline-blue-diesel-bianco-69c07387-4fd5-4391-babf-24fba420d5da?cldtidx=18&cldtsrc=listPage,7ª serie 1.6 TDI 5p. 4MOTION Comfortline Blue
pagina_di_ricerca_fuel_D_condition_U.json,Suv&City Car,Opel Corsa,IT,24040 Lallio - Bergamo - BG,d89246ca-dde8-45cc-aa7c-3838f720d8aa,490,https://www.autoscout24.it/annunci/opel-corsa-1-3-cdti-95cv-f-ap-3-porte-diesel-giallo-d89246ca-dde8-45cc-aa7c-3838f720d8aa?cldtidx=19&cldtsrc=listPage,1.3 CDTI 95CV F.AP. 3 porte
pagina_di_ricerca_fuel_D_condition_U.json,"Privato,",Aixam City,IT,20125 Milano,213df8af-882e-8b04-e053-0100007f59c0,6,https://www.autoscout24.it/annunci/aixam-city-city-premium-diesel-argento-213df8af-882e-8b04-e053-0100007f59c0?cldtidx=20&cldtsrc=listPage,City Premium
pagina_di_ricerca_fuel_D_condition_U.json,Sesto Autoveicoli Spa,Ford C-Max,IT,20099 Sesto San Giovanni - Milano - Mi,67d5ffb6-2692-4f69-9ef9-8ebfa6d64827,790,https://www.autoscout24.it/annunci/ford-c-max-1-6-tdci-115cv-business-diesel-grigio-67d5ffb6-2692-4f69-9ef9-8ebfa6d64827?cldtidx=1&cldtsrc=listPage,1.6 TDCi 115CV Business
pagina_di_ricerca_fuel_D_condition_U.json,Bertoncello Motors Srl,Volkswagen Maggiolino,IT,31033 Castelfranco Veneto - Treviso - Tv,fc15691b-ce9a-4b10-9b31-5d373ab29a7d,1250,https://www.autoscout24.it/annunci/volkswagen-maggiolino-1-6-tdi-dsg-design-sensori-bluetooth-cruise-diesel-grigio-fc15691b-ce9a-4b10-9b31-5d373ab29a7d?cldtidx=2&cldtsrc=listPage,1.6 TDI DSG Design SENSORI BLUETOOTH CRUISE
pagina_di_ricerca_fuel_D_condition_U.json,Miglior Prezzo by Autonizza,SEAT Ibiza,IT,10126 Torino - To,b3289c01-5831-4d6a-a8bd-7e52ef57c011,95,https://www.autoscout24.it/annunci/seat-ibiza-1-9-tdi-110-cv-cat-3-porte-sport-diesel-bianco-b3289c01-5831-4d6a-a8bd-7e52ef57c011?cldtidx=3&cldtsrc=listPage,1.9 TDI/110 CV cat 3 porte Sport
pagina_di_ricerca_fuel_D_condition_U.json,MGB Srl,Fiat 500,IT,12011 Borgo San Dalmazzo - Cuneo - CN,36c60df5-ce6b-4d7d-bc89-e1f61747ca7b,580,https://www.autoscout24.it/annunci/fiat-500-1-3-multijet-16v-95-cv-sport-diesel-bianco-36c60df5-ce6b-4d7d-bc89-e1f61747ca7b?cldtidx=4&cldtsrc=listPage,1.3 Multijet 16V 95 CV SPORT
pagina_di_ricerca_fuel_D_condition_U.json,F.lli Barisan,Fiat 500,IT,31053 Pieve di Soligo - Treviso,d68f3a70-4753-431c-9328-9699ff749780,980,https://www.autoscout24.it/annunci/fiat-500-1-3-multijet-95-cv-s-diesel-blu-azzurro-d68f3a70-4753-431c-9328-9699ff749780?cldtidx=5&cldtsrc=listPage,1.3 Multijet 95 CV S
pagina_di_ricerca_fuel_D_condition_U.json,Autohero Italia Srl,Alfa Romeo MiTo,IT,37138 Verona,44866432-93b8-4481-9954-631a039de165,1099,https://www.autoscout24.it/annunci/alfa-romeo-mito-1-3-jtdm-95-cv-s-s-diesel-nero-44866432-93b8-4481-9954-631a039de165?cldtidx=6&cldtsrc=listPage,1.3 JTDm 95 CV S&S
