Carrozzeria,id_annuncio,Alimentazione,Tipo di cambio,Tipo di veicolo,Marca,Modello,Porte,Tipo di unità,Cilindrata,Posti a sedere,Cilindri,Colore esterno,Marce,Classe emissioni,Consumo carburante,Colore originale,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Veicolo per non fumatori,Anno,Tagliandi certificati
City car,92ee9cae-5fa5-48f0-8c86-322ab2b4604b,Diesel,Automatico,Nuovo,Ligier,JS 50,3,anteriore,478,2,2,Grigio,,Euro 4,,Grigio Asfalto,"Pelle totale, Nero",Base,345,24 mese,,,,
City car,eb5bb848-f5de-419b-ba86-9ab42ac429c6,Diesel,Automatico,Nuovo,Aixam,GTI,3,anteriore,479,2,2,Grigio,,Euro 4,,GRIGIO OPACO,"Pelle totale, Nero",Base,500,,,,,
City car,27f89d53-0864-4e7b-910f-0b8c04a65d6b,Diesel,Automatico,Nuovo,Chatenet,CH 40,3,anteriore,478,1,2,Nero,,Euro 4,,Nero,,Metallizzato,,,,,,
City car,8c213438-4e2b-4f25-830b-ced16f2d4a26,Diesel,Automatico,Nuovo,BMW,118,5,anteriore,2000,,,Nero,8,Euro 6d-TEMP,,,"Pelle totale, Rosso",,,Sì,,,,Sì
City car,0ff829dc-04af-4c43-931f-074afb3faa6c,Diesel,Automatico,Nuovo,Aixam,Crossline,5,anteriore,600,4,2,Nero,,Euro 4,,,"Altro, Nero",Metallizzato,,,,,2020,
City car,dd3cb138-8e1a-4301-ba92-a38385537605,Diesel,Automatico,Nuovo,Chatenet,CH 46,3,anteriore,478,2,2,Nero,1,Euro 5,"3,5 l/100 km (urbano)",,"Pelle totale, Nero",Metallizzato,540,,,Sì,,
City car,b83fd760-aa83-4fee-a8c5-471df3381412,Diesel,Automatico,Nuovo,BMW,118,5,anteriore,2000,,,Bianco,8,Euro 6d-TEMP,,,"Pelle parziale, Nero",,,Sì,,,,Sì
City car,2e826f0c-d196-4050-a9ee-8caac087f912,Diesel,Automatico,Nuovo,Aixam,City,3,anteriore,479,2,2,Bianco,,Euro 4,,Bianco,"Pelle totale, Nero",Base,500,24 mese,,,,
City car,fd50a475-f64a-4402-b692-91677404b647,Diesel,Automatico,Nuovo,Chatenet,CH 46,3,anteriore,480,2,2,Bianco,1,Euro 5,,,"Pelle totale, Nero",Metallizzato,,,,,,
City car,da9afbab-ce76-47e7-81f4-b36386b06922,Diesel,Manuale,Nuovo,Nissan,NV400,,anteriore,,,,Bianco,,,,Bianco,"Stoffa, Grigio",Base,,60 mese,,,,
City car,3ae7d82e-3c78-457d-bdc9-554b34b13d6c,Diesel,Automatico,Nuovo,Aixam,City,3,anteriore,479,2,2,Blu/Azzurro,,Euro 4,,Blu,"Pelle totale, Nero",Metallizzato,500,24 mese,,,,
City car,5ed1bd71-9a62-461f-9add-3010eef23918,Diesel,Automatico,Nuovo,Aixam,City,3,anteriore,479,2,2,Rosso,,Euro 4,,Rosso,"Pelle totale, Nero",Metallizzato,500,24 mese,,,,
City car,05cda2e9-3028-4b7b-8ccb-963f8f88a6da,Diesel,Automatico,Nuovo,Chatenet,CH 46,3,,478,2,,Nero,,,,NERO MET,"Pelle totale, Nero",Metallizzato,,24 mese,0,,,
City car,957d45cf-d8eb-4517-b7a0-f27c57b3db19,Diesel,Automatico,Nuovo,Chatenet,CH 46,,anteriore,,,,Nero,,Euro 4,,,"Pelle totale, Nero",Metallizzato,,,,,,
City car,cc479271-2bac-4e6f-b796-d8ae87ddeef2,Diesel,,Nuovo,Chatenet,CH 46,3,,478,2,,Bianco,,,,TETTO ROSSO,"Pelle totale, Nero",Metallizzato,,24 mese,0,,,
City car,8c56f4be-9cf5-4862-a219-e0b160f88bd2,Diesel,Automatico,Nuovo,Aixam,Coupe,3,anteriore,479,2,2,Blu/Azzurro,,,,Blu,,Base,500,24 mese,,,,
City car,343c9a88-ce5f-48fa-bbca-704f90d184f3,Diesel,Automatico,Nuovo,Aixam,City,3,anteriore,479,2,2,Rosso,,Euro 4,,Rosso,Nero,Base,500,24 mese,,,,
City car,6dbf6b43-0090-4f91-bc43-b102531cc909,Diesel,Automatico,Nuovo,Aixam,City,3,anteriore,479,2,2,Grigio,,Euro 4,,Grigio,Nero,Base,500,,,,,
City car,44cf2029-1d7c-4f78-8d17-eeb8a9fbbc14,Diesel,Automatico,Nuovo,Mercedes-Benz,Sprinter,2,posteriore,2143,3,4,Grigio,7,Euro 6,"8 l/100 km (comb.)
9 l/100 km (urbano)
7,5 l/100 km (extraurbano)",Grigio,"Stoffa, Nero",Base,5500,,,,,
City car,248710c0-24d1-48b0-ab0b-6818ccf32e04,Diesel,Automatico,Nuovo,Aixam,Coupe,3,anteriore,479,2,2,Bianco,,Euro 4,,Bianco,"Stoffa, Grigio",Base,500,Sì,,,,
City car,d23d7eec-940a-4edb-b1b0-c9819d82fb6d,Diesel,Automatico,Nuovo,Chatenet,CH 46,3,anteriore,480,2,2,Grigio,,Euro 4,,,Pelle totale,,,,,,2020,
City car,a62c33be-fd48-4417-98a6-6b9a310027c9,Diesel,Automatico,Nuovo,Bellier,B8,3,anteriore,480,2,2,Grigio,,,,,"Pelle totale, Nero",,,,,,,
City car,7f4229f3-fa6c-41fe-8334-80359e8c62c7,Diesel,Automatico,Nuovo,Chatenet,CH 46,3,anteriore,480,2,2,Bianco,,,,,"Pelle totale, Nero",Metallizzato,,,,,2020,
City car,72c1b72b-2452-45c1-87e7-b91a52ff6f6d,Diesel,Automatico,Nuovo,Chatenet,CH 46,3,anteriore,480,2,2,Grigio,,Euro 4,,,"Pelle totale, Nero",Metallizzato,,,,,,
City car,2a043b2c-5882-4c22-a942-a5371c94682d,Diesel,Automatico,Nuovo,Ligier,,3,anteriore,480,2,2,Nero,,Euro 4,,,"Pelle totale, Nero",Metallizzato,,,,,,
City car,c4281edd-054f-4a14-bd53-438f3aa48206,Diesel,Automatico,Nuovo,Microcar,Due,3,anteriore,505,2,2,Bianco,,Euro 4,,,"Stoffa, Nero",Metallizzato,,,,,,
City car,f774d31e-90a2-4752-9824-86eae51676ef,Diesel,Automatico,Nuovo,Ligier,,3,anteriore,505,2,2,Bianco,,Euro 4,,,"Pelle totale, Nero",Metallizzato,,,,,,
City car,6747659b-54f8-4d5d-9b00-992ea9c44e95,Diesel,Automatico,Nuovo,Microcar,M.Go,3,,480,2,2,Bianco,,Euro 4,,,"Stoffa, Nero",,,,,,,
City car,fe44c136-8e2b-42a7-b6b4-718636173e96,Diesel,Manuale,Nuovo,Opel,Corsa,5,anteriore,1499,5,4,Arancione,6,Euro 6d-TEMP,"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",Vari Colori disponibili,"Pelle parziale, Nero",,1165,24 mese,0,,,
City car,eac1baab-4881-45aa-ab0b-0776e2ec2fb3,Diesel,Automatico,Nuovo,Microcar,Due,3,anteriore,505,2,2,Rosso,,Euro 4,,,"Stoffa, Nero",Metallizzato,,,,,,
City car,95394fa9-670f-4ad6-ac20-dd84b14f756b,Diesel,Manuale,Nuovo,Opel,Corsa,5,anteriore,1499,5,4,Arancione,6,Euro 6d-TEMP,"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",Vari Colori disponibili,"Pelle parziale, Nero",,1165,24 mese,0,,,
City car,b9c32cc6-a233-42a8-a307-478c84847dd4,Diesel,Automatico,Nuovo,Aixam,City,3,anteriore,480,2,2,Nero,,Euro 4,3 l/100 km (comb.),Nero,"Pelle totale, Nero",Metallizzato,,,,,,
City car,ed6bc1e0-be18-41f1-bd7d-54d8ab4be0b8,Diesel,Automatico,Nuovo,Chatenet,,3,,478,2,,Nero,,,,BIANCO - NERO - ROSSO - GRIGIO,"Pelle totale, Nero",Metallizzato,,24 mese,0,,,
City car,fe9a5986-528a-4827-adc5-d4f2db968a0f,Diesel,Manuale,Nuovo,Aixam,A.,2,anteriore,480,2,,Bianco,,,,Bianco,"Stoffa, Nero",Base,425,12 mese,,,,
City car,2e77e8d1-6d69-4b98-9a35-40702434de3d,Diesel,Automatico,Nuovo,Chatenet,CH 46,3,anteriore,480,2,2,Nero,,Euro 4,,,"Pelle totale, Nero",Metallizzato,,,,,,
City car,5494dd87-036b-4287-9e28-dd94612bc8a2,Diesel,Automatico,Nuovo,Chatenet,CH 46,3,anteriore,480,2,2,Rosso,,Euro 4,,,"Pelle totale, Nero",Metallizzato,,,,,,
City car,04570c0f-93fb-4e77-b5e9-df0a1494f757,Diesel,Automatico,Nuovo,Chatenet,CH 46,3,anteriore,480,2,2,Bianco,,Euro 4,,,"Pelle totale, Nero",Metallizzato,,,,,,
City car,b642c465-09fc-475d-90ea-ad5f7d9f4fc3,Diesel,Automatico,Nuovo,Ligier,JS 50,3,anteriore,478,2,2,Blu/Azzurro,,Euro 4,,,"Pelle totale, Nero",Metallizzato,,,,,,
City car,4b020731-7648-4973-8b07-859955e96878,Diesel,Automatico,Nuovo,Chatenet,,3,,478,2,,Nero,,,,BIANCO,"Pelle totale, Nero",Metallizzato,,24 mese,0,,,
City car,d6fbdf5d-1254-4727-b3c4-2ca0161ded21,Diesel,Automatico,Nuovo,Chatenet,,3,,478,2,,Bianco,,,,BIANCO,"Pelle totale, Grigio",Metallizzato,,24 mese,0,,,
City car,d79967f3-788a-4b3a-ad41-5ea402c704f1,Diesel,Automatico,Nuovo,Chatenet,CH 46,,anteriore,,,,Nero,,Euro 4,,,"Pelle totale, Nero",Metallizzato,,,,,,
City car,2880f590-7ad3-4609-ab1c-f3652e4b1178,Diesel,Automatico,Nuovo,Chatenet,CH 46,,anteriore,,,,Rosso,,Euro 4,,,"Pelle totale, Nero",Metallizzato,,,,,,
City car,7aaa4afe-fd60-4dbf-8489-99ca1611ea5b,Diesel,Automatico,Nuovo,Chatenet,,3,,478,2,,Rosso,,,,BIANCO - NERO - ROSSO - GRIGIO,"Pelle totale, Nero",Metallizzato,,24 mese,0,,,
Cabrio,db50e45a-dc18-4229-9072-b092faca5377,Diesel,Automatico,Nuovo,Mercedes-Benz,E 220,2,posteriore,1950,4,4,Nero,9,Euro 6,,Nero Ossidiana,"Pelle parziale, Nero",Metallizzato,1830,24 mese,,,,
Cabrio,9afd8c7d-da35-47ad-841a-b6e57f740ef0,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,2143,4,4,Nero,9,Euro 6,"5,2 l/100 km (comb.)
6,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Nero,"Pelle totale, Beige",Metallizzato,1805,24 mese,,,,
Cabrio,fecb3013-6a4b-43f5-a82f-ac572e4f4c99,Diesel,Automatico,Nuovo,BMW,218,2,posteriore,2000,,,Bianco,8,Euro 6d-TEMP,,,"Pelle totale, Nero",,,24 mese,,,,Sì
Cabrio,840d7c42-6d93-473d-8410-bd093eecc584,Diesel,Automatico,Nuovo,BMW,218,2,posteriore,2000,,,Nero,8,,,,"Stoffa, Nero",,,Sì,,,,Sì
Cabrio,2c818bfd-3670-4f05-a990-92a598e94af5,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,1950,4,4,Bianco,9,Euro 6,,Bianco Polare,"Pelle parziale, Nero",Metallizzato,1805,24 mese,,,,
Cabrio,f4594c1b-0058-430a-9b4e-6f311ebead8d,Diesel,Manuale,Nuovo,BMW,420,2,posteriore,1995,4,4,Grigio,6,Euro 6,"5,1 l/100 km (comb.)
5,9 l/100 km (urbano)
4,6 l/100 km (extraurbano)",MINERAL GRAU METALLIZZATO,"Pelle totale, Marrone",Metallizzato,1825,24 mese,,,,
Cabrio,52a850f6-7502-44ff-a658-8d7c769b2d39,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,2143,4,4,Bianco,9,,"5,2 l/100 km (comb.)
6,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Bianco Polare,"Pelle totale, Nero",Base,1805,24 mese,,,,
Cabrio,a30123a1-471d-4a2c-9ec2-8b7ec65ada24,Diesel,Automatico,Nuovo,Mercedes-Benz,C 300,2,posteriore,1950,4,4,Argento,9,,"5,2 l/100 km (comb.)
6,1 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Argento mojave,"Pelle totale, Nero",Metallizzato,1745,24 mese,,,,
Cabrio,cae3c144-a9ee-4bed-b187-9de758f49d54,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,posteriore,1950,4,4,Grigio,9,Euro 6,"4,8 l/100 km (comb.)
5,6 l/100 km (urbano)
4 l/100 km (extraurbano)",Grigio,,Metallizzato,,,,,,
Cabrio,aa52ab3e-8d93-4cf2-a9a2-e61b4af0b95a,Diesel,Automatico,Nuovo,Mercedes-Benz,E 220,2,4x4,1950,4,4,Argento,9,Euro 6,"5,3 l/100 km (comb.)
6,1 l/100 km (urbano)
4,9 l/100 km (extraurbano)",Argento Selenite,"Pelle totale, Nero",Metallizzato,1925,24 mese,,,,
Cabrio,4f9a2958-c837-4283-a748-cfc3dfc66c00,Diesel,Automatico,Nuovo,BMW,840,2,4x4,2993,4,6,Nero,8,Euro 6,"6,2 l/100 km (comb.)
7,4 l/100 km (urbano)
5,4 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",Metallizzato,,,,,,
Cabrio,7bcb3897-2fd9-4aa9-bf9a-c005aafe3f8d,Diesel,Automatico,Nuovo,BMW,840,2,4x4,2993,4,6,Nero,8,Euro 6,"6,2 l/100 km (comb.)
7,4 l/100 km (urbano)
5,4 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",Metallizzato,,,,,,
Cabrio,f05640d7-01ce-430f-8868-e6f3afa3003a,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,posteriore,1950,4,4,Argento,9,Euro 6,"4,8 l/100 km (comb.)
5,6 l/100 km (urbano)
4 l/100 km (extraurbano)",Argento,"Pelle totale, Nero",Metallizzato,,,,,,
Cabrio,8913b059-2643-4086-9bf3-6436f42db5d0,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,2143,4,4,Bianco,9,,"5,2 l/100 km (comb.)
6,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Bianco Polare,"Pelle totale, Nero",Base,1805,24 mese,,,,
Cabrio,b48cf8f9-f690-4f9e-bb64-5504506c8a25,Diesel,Automatico,Nuovo,Mercedes-Benz,C 300,2,posteriore,1950,4,4,Nero,9,,"5,2 l/100 km (comb.)
6,1 l/100 km (urbano)
4,6 l/100 km (extraurbano)",NERO OSSIDIANA,"Pelle totale, Nero",Metallizzato,1745,24 mese,,,,
Cabrio,f805ff3d-b941-4c9d-8db9-aa6f54d9c490,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,2143,4,4,Grigio,9,,"5,2 l/100 km (comb.)
6,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Grigio Grafite,"Pelle totale, Rosso",Metallizzato,1805,24 mese,,,,
Cabrio,c0b828b8-0723-4e68-b96e-8c6167bce431,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,posteriore,1950,4,4,Nero,9,,"4,8 l/100 km (comb.)
5,3 l/100 km (urbano)
4,5 l/100 km (extraurbano)",NERO OSSIDIANA,"Pelle totale, Rosso",Metallizzato,1745,24 mese,,,,
Cabrio,6dc00bb0-5aa0-4878-a3fc-8f72e6a9b8f3,Diesel,Automatico,Nuovo,Mercedes-Benz,C 200,2,posteriore,1597,4,4,Bianco,9,,"4,6 l/100 km (comb.)
5,3 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Bianco Polare,"Pelle totale, Nero",Base,1755,24 mese,,,,
Cabrio,edfeb08d-d494-493c-871e-cbc8127a84a2,Diesel,Automatico,Nuovo,Mercedes-Benz,C 300,2,posteriore,1950,4,4,Argento,9,,"5,2 l/100 km (comb.)
6,1 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Argento mojave,"Pelle totale, Nero",Metallizzato,1745,24 mese,,,,
Cabrio,19853006-9537-45b1-a3e1-b5bc29c24f07,Diesel,Automatico,Nuovo,Mercedes-Benz,E 220,2,4x4,1950,4,4,Nero,9,Euro 6,"5,3 l/100 km (comb.)
6,1 l/100 km (urbano)
4,9 l/100 km (extraurbano)",Nero Ossidiana,"Pelle totale, Marrone",Metallizzato,1925,24 mese,0,,,
Cabrio,62c23007-a9cc-4558-a1d7-60f78560b273,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,posteriore,1950,4,4,Nero,9,Euro 6,"5 l/100 km (comb.)
5,5 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Nero Ossidiana,"Pelle totale, Marrone",Metallizzato,,24 mese,,,,
Cabrio,7e766ed8-4159-423e-bb5f-d37d34610d02,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,posteriore,1950,4,4,Nero,9,,"4,8 l/100 km (comb.)
5,3 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Nero Ossidiana,"Pelle totale, Rosso",Metallizzato,1745,24 mese,,,,
Cabrio,38d8bc0c-9b74-4d76-97ca-06c5211b1798,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,posteriore,1950,4,4,Nero,9,,"4,8 l/100 km (comb.)
5,3 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Nero Ossidiana,"Pelle totale, Nero",Metallizzato,1745,24 mese,,,,
Cabrio,fd01dc73-d619-42fe-ae21-fb019e3f7d91,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,posteriore,1950,4,4,Nero,9,,"4,8 l/100 km (comb.)
5,3 l/100 km (urbano)
4,5 l/100 km (extraurbano)",NERO OSSIDIANA,"Pelle totale, Nero",Metallizzato,1745,24 mese,,,,
Cabrio,ce53f05d-c8b9-4ba0-9401-88534cc18aba,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,2143,4,4,Grigio,9,,"5,2 l/100 km (comb.)
6,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Grigio Grafite,"Pelle totale, Nero",Metallizzato,1805,24 mese,,,,
Cabrio,0ec10f55-4db9-4ace-b8a5-b8a869edb0d2,Diesel,Automatico,Nuovo,Mercedes-Benz,C 200,2,posteriore,1597,4,4,Bianco,9,,"4,6 l/100 km (comb.)
5,3 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Bianco Polare,"Pelle totale, Nero",Base,1755,24 mese,,,,
Cabrio,a60bfa43-c52f-43bc-aadb-cab1f3d6bb73,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,2143,4,4,Grigio,9,,"5,2 l/100 km (comb.)
6,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Grigio Grafite,"Pelle totale, Rosso",Metallizzato,1805,24 mese,,,,
Cabrio,cdec8214-199b-4f8c-9cac-adef4f2b0947,Diesel,Automatico,Nuovo,Mercedes-Benz,C 300,2,posteriore,1950,4,4,Blu/Azzurro,9,Euro 6,"5,2 l/100 km (comb.)
6,1 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Blu,,Metallizzato,1745,Sì,,,,
Cabrio,eb7b7f47-972e-4663-a9b5-19448e94b040,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,2143,4,4,Grigio,9,,"5,2 l/100 km (comb.)
6,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Grigio Grafite,"Pelle totale, Nero",Metallizzato,1805,24 mese,,,,
Cabrio,736e0923-d619-4d55-a9cf-62648b0bb47c,Diesel,Automatico,Nuovo,Mercedes-Benz,C 300,2,posteriore,1950,4,4,Nero,9,,"5,2 l/100 km (comb.)
6,1 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Nero Ossidiana,"Pelle totale, Nero",Metallizzato,1745,,,,,
Coupé,f3d99d9f-491a-4790-8802-97e9549a40d8,Diesel,Automatico,Nuovo,Mercedes-Benz,GLE 400,5,4x4,2925,5,6,Nero,9,Euro 6d-TEMP,"6,9 l/100 km (comb.)
8,5 l/100 km (urbano)
5,9 l/100 km (extraurbano)",,"Pelle totale, Nero",Metallizzato,2290,,0,,,
Coupé,774072b0-bdf5-4eb1-90de-ac2accb90b04,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,1950,4,4,Nero,9,Euro 6,"4,9 l/100 km (comb.)
6 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Nero,"Pelle totale, Beige",Base,,,,,,
Coupé,8b669be7-9a66-450f-b2d3-8c2245fd4e9a,Diesel,Automatico,Nuovo,BMW,840,2,4x4,2993,4,6,,8,Euro 6,"5,8 l/100 km (comb.)
7,2 l/100 km (urbano)
5,1 l/100 km (extraurbano)",,,Metallizzato,1905,,,,,
Coupé,89dfc55d-1be3-419c-a03d-0069088058e2,Diesel,Automatico,Nuovo,Mercedes-Benz,C 300,2,4x4,1950,4,4,Bianco,9,Euro 6,"5,2 l/100 km (comb.)
6,3 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Bianco,"Pelle totale, Nero",Base,1640,24 mese,,,,
Coupé,b5129950-7e25-4905-bcdf-5d1440bec301,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,posteriore,1950,4,4,Bianco,9,Euro 6,"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco,"Pelle parziale, Nero",Base,1540,24 mese,,,,
Coupé,499c91e8-051e-47bd-8565-590b5d464d6d,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,1950,4,4,Nero,9,Euro 6,"4,9 l/100 km (comb.)
5,9 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Nero,"Pelle totale, Beige",Metallizzato,1640,24 mese,,,,
Coupé,b5757c1e-75bb-458b-bcf9-78713b6efa35,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,,,1,,1,Grigio,,,,Grigio,,Metallizzato,,,,,,
Coupé,69cbac2a-24c8-4154-adbd-39e902c11f4a,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,4,anteriore,1461,5,4,Grigio,7,Euro 6,"4 l/100 km (comb.)
4,6 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,"Pelle totale, Nero",Metallizzato,,,,,,
Coupé,d14c422b-fde9-41d8-a1f0-e8e70f75861e,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,4,anteriore,1461,5,4,Nero,7,Euro 6,"4 l/100 km (comb.)
4,6 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",Metallizzato,,,,,,
Coupé,a2a5aa3a-98cc-4f6d-918d-ee7455db5a92,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,4,anteriore,1461,5,4,Grigio,7,Euro 6,"4 l/100 km (comb.)
4,6 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,"Pelle totale, Nero",Metallizzato,,,,,,
Coupé,f93a7a27-1c1e-4606-b407-83f02e381c8d,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,4,anteriore,1461,5,4,Grigio,7,Euro 6,"4 l/100 km (comb.)
4,6 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,"Pelle totale, Nero",Metallizzato,,,,,,
Coupé,8c44a845-8845-41a1-9530-504e2e6e8e04,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,4,anteriore,1461,5,4,Grigio,7,Euro 6,"4 l/100 km (comb.)
4,6 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,"Pelle totale, Nero",Metallizzato,,,,,,
Coupé,6b25d2be-fa56-443e-ad89-1f7fc461666b,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,4,anteriore,1461,5,4,Grigio,7,Euro 6,"4 l/100 km (comb.)
4,6 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,"Pelle totale, Nero",Metallizzato,,,,,,
Coupé,4d2a26ba-2ae6-4458-b132-b20f6ea1648e,Diesel,Automatico,Nuovo,Mercedes-Benz,GLC 400,,4x4,,,,Nero,,,,NERO OSSIDIANA METALLIZZATO,"Pelle totale, Nero",Metallizzato,,,,,,
Coupé,a90550a7-c5ad-4887-8d81-0a0585a58a4a,Diesel,Automatico,Nuovo,Mercedes-Benz,GLC 220,5,4x4,1950,5,4,Blu/Azzurro,9,Euro 6,,Blu Brillante,"Pelle parziale, Nero",Metallizzato,1845,24 mese,,,,
Coupé,fe35458b-5cc0-4ef4-87fb-ca90b622e17d,Diesel,Automatico,Nuovo,BMW,220,5,anteriore,2000,,,Nero,8,Euro 6d-TEMP,,,"Pelle parziale, Nero",,,Sì,,,,Sì
Coupé,10bdd1bc-d5b9-4acf-834d-af2a0c55c2c8,Diesel,Automatico,Nuovo,Mercedes-Benz,E 220,2,4x4,1950,4,4,Nero,9,,"5,2 l/100 km (comb.)
6,3 l/100 km (urbano)
4,6 l/100 km (extraurbano)",,"Alcantara, Altro",,,,,,,
Coupé,6dc0ea4d-8900-4fc8-a4e4-dd0c9aa1427e,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,1950,4,4,Nero,9,Euro 6d-TEMP,"4,9 l/100 km (comb.)
5,9 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Nero,"Pelle totale, Rosso",,1640,24 mese,,,,
Coupé,fd236d52-eb15-4fa6-95bb-01a8f2b10c4b,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,1950,4,4,Grigio,9,Euro 6d-TEMP,"4,9 l/100 km (comb.)
5,9 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Argento selenite,"Pelle parziale, Nero",Metallizzato,1640,24 mese,,,,
Coupé,b2f33473-16e6-417c-84a2-c312ef503551,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,4,anteriore,1461,5,4,Nero,7,Euro 6,,Nero Cosmo,"Pelle parziale, Nero",Metallizzato,1490,24 mese,,,,
Coupé,268dee02-3562-431e-bc86-1971132342d3,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,1950,4,4,Argento,9,Euro 6d-TEMP,"4,9 l/100 km (comb.)
5,9 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Argento Iridio,"Pelle parziale, Nero",Metallizzato,1640,24 mese,,,,
Coupé,34109195-9605-494d-928a-7776870e5fb5,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,1950,4,4,Nero,9,Euro 6,"4,9 l/100 km (comb.)
5,9 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Nero Ossidiana,"Pelle parziale, Nero",Metallizzato,1640,24 mese,,,,
Coupé,857a9547-67af-4bd0-bb90-dc6449f721aa,Diesel,Automatico,Nuovo,Mercedes-Benz,GLC 220,5,4x4,1950,5,4,Grigio,9,Euro 6,,Grigio Selenite,"Pelle parziale, Nero",Metallizzato,1845,24 mese,,,,
Coupé,937c0b32-6dce-42a0-b405-99729dc8f42b,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,1950,4,4,Argento,9,Euro 6,,Argento selenite,"Pelle parziale, Nero",Metallizzato,1640,24 mese,,,,
Coupé,55f707dd-af21-4fff-925d-a28d524017dd,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,posteriore,1950,4,4,Nero,9,Euro 6,"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",NERO OSSIDIANA,"Pelle parziale, Nero",Metallizzato,1540,24 mese,,,,
Coupé,4f7bff68-936d-45a2-85d7-1a957e4de435,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,2,4x4,1950,4,4,Nero,9,Euro 6,"4,9 l/100 km (comb.)
5,9 l/100 km (urbano)
4,2 l/100 km (extraurbano)",NERO OSSIDIANA,"Pelle parziale, Nero",Metallizzato,1640,24 mese,,,,
