File,id_annuncio,Marca,Carrozzeria,Alimentazione,Tipo di veicolo,Modello,Colore esterno,Tipo di cambio,Cilindrata,Porte,Posti a sedere,Cilindri,Marce,Classe emissioni,Peso a vuoto,Tipo di unità,Rivestimenti,Tipo di vernice,Proprietari,Usato Garantito,Tagliandi certificati,Consumo carburante,Emissioni di CO2,Veicolo per non fumatori,Ultimo tagliando,Per neopatentati,_ - _ - Prossima revisione,_ - _ - Emissioni di CO21,_ - _ - Consumo carburante:1,_ - _ - Prossima nuova,_ - _ - Numero della chiave
singole_pagine_fuel_D_condition_U.json,88d161b0-1059-8753-e053-0100007fc3de,Fiat,City car,Diesel,Usato,500L,Bianco,Automatico,1248 ,5,5,4,5,Euro 5,1370,,,,,,,"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,7 l/100 km (extraurbano)",110,,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,7f06c9a6-95a9-47f7-8f86-24b919d11a65,Fiat,City car,Diesel,Usato,Panda,Grigio,Manuale,1248 ,5,5,4,5,Euro 6,,4x4,"Pelle scamosciata, Grigio",,,,,"4,5 l/100 km (comb.)
4,8 l/100 km (urbano)
4,4 l/100 km (extraurbano)",119,,,,,,,,
singole_pagine_fuel_D_condition_U.json,071f64a5-1280-44d1-8eab-8d123934c952,Audi,City car,Diesel (Filtro antiparticolato),Usato,A3,Nero,Manuale,1968 ,3,5,4,6,Euro 5,1395,anteriore,"Stoffa, Nero",Base,,,Sì,"4,4 l/100 km (comb.)
5,5 l/100 km (urbano)
3,8 l/100 km (extraurbano)",115,,,,,,,,
singole_pagine_fuel_D_condition_U.json,dae93538-103b-43de-aafb-a62c710a994b,Alfa Romeo,City car,Diesel (Filtro antiparticolato),Usato,MiTo,Nero,Manuale,1598 ,3,4,4,6,Euro 5,,anteriore,"Stoffa, Altro",Metallizzato,,12 mese,,"4,8 l/100 km (comb.)
5,9 l/100 km (urbano)
4,1 l/100 km (extraurbano)",126,,,,,,,,
singole_pagine_fuel_D_condition_U.json,a1231adf-0268-4a76-bc55-4ab3909d02f1,Renault,City car,Diesel (Filtro antiparticolato),Usato,Clio,Rosso,Manuale,1461 ,5,5,4,5,Euro 6,,anteriore,"Stoffa, Nero",Metallizzato,,12 mese,,"3,3 l/100 km (comb.)
3,5 l/100 km (urbano)
3,1 l/100 km (extraurbano)",85,,,,,,,,
singole_pagine_fuel_D_condition_U.json,dad25db0-5ff0-2440-e053-0100007fb02a,Opel,City car,Diesel (Filtro antiparticolato),Usato,Meriva,Blu/Azzurro,Manuale,1248 ,5,5,4,5,Euro 4,1393,,"Stoffa, Nero",Metallizzato,,,,"5 l/100 km (comb.)
6,2 l/100 km (urbano)
4,3 l/100 km (extraurbano)",135,,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,8caa9e2c-1819-4089-b3c3-d39f61752cdb,Audi,City car,Diesel (Filtro antiparticolato),Usato,A3,Grigio,Manuale,1598 ,3,5,4,6,Euro 6,1305,anteriore,,Metallizzato,,,,"3,8 l/100 km (comb.)
4,5 l/100 km (urbano)
3,4 l/100 km (extraurbano)",99,,,,,,,,
singole_pagine_fuel_D_condition_U.json,55ec63cd-8cfb-4999-9ac3-ed9b33b93fd9,Fiat,City car,Diesel (Filtro antiparticolato),Usato,500,Bianco,Manuale,1248 ,3,4,4,5,Euro 5,1055,anteriore,,Metallizzato,,,,"3,9 l/100 km (comb.)
5 l/100 km (urbano)
3,3 l/100 km (extraurbano)",104,,,,,,,,
singole_pagine_fuel_D_condition_U.json,1e313e00-b483-440b-a84f-1400a76a165b,MINI,City car,Diesel,Usato,One D,Grigio,Manuale,1364 ,3,4,4,6,Euro 3,1175,anteriore,"Pelle parziale, Grigio",Base,2,,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,3 l/100 km (extraurbano)",129,,,Sì,05/2020,,,,
singole_pagine_fuel_D_condition_U.json,13cd632b-aad5-4ddd-bab9-b2981ffa4d0e,Fiat,City car,Diesel (Filtro antiparticolato),Usato,500,Grigio,Manuale,1248 ,3,4,4,5,Euro 5,1055,anteriore,"Pelle parziale, Grigio",Base,2,12 mese,,"3,9 l/100 km (comb.)
5 l/100 km (urbano)
3,3 l/100 km (extraurbano)",104,,,,07/2021,,,,
singole_pagine_fuel_D_condition_U.json,07992370-c2f5-428a-91af-e9c761b070da,Ford,City car,Diesel,Usato,Fiesta,Blu/Azzurro,Manuale,1399 ,3,5,4,5,Euro 4,1139,anteriore,"Stoffa, Grigio",Base,1,,,"4,5 l/100 km (comb.)
5,8 l/100 km (urbano)
3,8 l/100 km (extraurbano)",119,,,Sì,10/2021,,,,
singole_pagine_fuel_D_condition_U.json,05d65374-2858-4543-87a3-a3916d84940f,Volkswagen,City car,Diesel (Filtro antiparticolato),Usato,Maggiolino,Nero,Automatico,1968 ,3,4,4,6,Euro 5,1417,anteriore,"Pelle parziale, Nero",Metallizzato,,12 mese,,"5,4 l/100 km (comb.)
6,9 l/100 km (urbano)
4,6 l/100 km (extraurbano)",140,,,,,,,,
singole_pagine_fuel_D_condition_U.json,fdf638b0-9f3d-d00e-e053-0100007f9c2a,Fiat,City car,Diesel,Usato,Panda,Argento,Manuale,1248 ,5,4,4,5,Euro 6,1120,anteriore,"Stoffa, Nero",Metallizzato,1,Sì,Sì,"3,6 l/100 km (comb.)
4,4 l/100 km (urbano)
3,2 l/100 km (extraurbano)",94,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,90050d9e-a424-4a1a-b5b8-eed07427df84,Peugeot,City car,Diesel (Filtro antiparticolato),Usato,208,Blu/Azzurro,Manuale,1560 ,3,5,4,5,Euro 5,1155,anteriore,"Pelle parziale, Nero",Metallizzato,,,,"3,8 l/100 km (comb.)
4,5 l/100 km (urbano)
3,4 l/100 km (extraurbano)",98,,,,,,,,
singole_pagine_fuel_D_condition_U.json,d8080c43-c718-4b65-9357-13bd2390a37a,Peugeot,City car,Diesel (Filtro antiparticolato),Usato,208,Blu/Azzurro,Manuale,1560 ,3,5,4,5,Euro 5,1155,anteriore,"Pelle parziale, Nero",Metallizzato,,,,"3,8 l/100 km (comb.)
4,5 l/100 km (urbano)
3,4 l/100 km (extraurbano)",98,,,,,,,,
singole_pagine_fuel_D_condition_U.json,07649cc4-1f76-44b0-a2a8-2452dc79a62c,Ford,City car,Diesel (Filtro antiparticolato),Usato,Fiesta,Grigio,Manuale,1499 ,5,5,4,6,Euro 6d-TEMP,1134,anteriore,"Stoffa, Nero",Metallizzato,1,12 mese,Sì,,,Sì,12/2019,,,,,,
singole_pagine_fuel_D_condition_U.json,9e37caf0-54df-4f70-8506-7eb26cbdb3b6,DS Automobiles,City car,Diesel (Filtro antiparticolato),Usato,DS 3,Bianco,Manuale,1560 ,3,5,4,5,Euro 5,1155,anteriore,"Stoffa, Nero",Base,,12 mese,Sì,"4 l/100 km (comb.)
4,9 l/100 km (urbano)
3,4 l/100 km (extraurbano)",104,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,df6bedb4-d364-4e85-966c-20749ef424ed,Fiat,City car,Diesel,Usato,Grande Punto,Nero,Manuale,1248 ,3,4,4,5,Euro 4,1165,anteriore,"Stoffa, Grigio",Metallizzato,,,,"4,7 l/100 km (comb.)
5,9 l/100 km (urbano)
4 l/100 km (extraurbano)",119,,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,55401a83-34fe-472f-811e-aeeda8bed6b0,Citroen,City car,Diesel,Usato,C3,Nero,Manuale,1398 ,5,5,4,5,Euro 4,1123,anteriore,"Alcantara, Nero",,1,12 mese,Sì,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",115,,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,66067a45-620e-4c1e-9c7d-d86b961890e5,Peugeot,City car,Diesel,Usato,208,Grigio,Manuale,1560 ,5,5,4,5,Euro 6,,anteriore,"Stoffa, Nero",Metallizzato,,12 mese,Sì,"3,5 l/100 km (comb.)
4,2 l/100 km (urbano)
3 l/100 km (extraurbano)",90,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,14f2b8c0-ef7d-447f-8e83-fba79e0ba085,Renault,City car,Diesel,Usato,Clio,Argento,Manuale,1500 ,4,5,4,5,,,anteriore,"Stoffa, Grigio",Metallizzato,1,12 mese,Sì,,,Sì,09/2020,,,,,,
singole_pagine_fuel_D_condition_U.json,017b730b-51c8-4385-a7f5-17c421e8f441,Toyota,City car,Diesel,Usato,Yaris,Grigio,Automatico,1364 ,3,5,4,5,Euro 4,1165,anteriore,"Stoffa, Grigio",Metallizzato,2,12 mese,,"4,5 l/100 km (comb.)
5,4 l/100 km (urbano)
4 l/100 km (extraurbano)",119,,,,04/2022,,,,
singole_pagine_fuel_D_condition_U.json,2c88fe11-7f25-43d0-9ca9-307840aa72e1,Alfa Romeo,City car,Diesel (Filtro antiparticolato),Usato,MiTo,Nero,Manuale,1248 ,3,4,4,5,Euro 5,1225,anteriore,"Stoffa, Grigio",Metallizzato,,12 mese,,"3,5 l/100 km (comb.)
5 l/100 km (urbano)
3 l/100 km (extraurbano)",90,,,Sì,03/2022,,,,
singole_pagine_fuel_D_condition_U.json,61e0e7b7-edad-4a8b-91dd-27c863a0e40c,Audi,City car,Diesel (Filtro antiparticolato),Usato,A1,Blu/Azzurro,Manuale,1598 ,3,4,4,5,Euro 5,1215,anteriore,"Stoffa, Nero",Metallizzato,,Sì,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,5 l/100 km (extraurbano)",99,,,,,,,,
singole_pagine_fuel_D_condition_U.json,d56cc583-02ce-433f-a176-0c77944a6ff2,Audi,City car,Diesel (Filtro antiparticolato),Usato,A1,Argento,Manuale,1422 ,3,4,3,5,,1165,anteriore,"Stoffa, Grigio",Metallizzato,,12 mese,,"3,6 l/100 km (comb.)
4,1 l/100 km (urbano)
3,3 l/100 km (extraurbano)",94,,,,,,,,
singole_pagine_fuel_D_condition_U.json,05c8ba00-203f-4794-908c-8070ee4807db,Volkswagen,City car,Diesel,Usato,Polo,Blu/Azzurro,Manuale,1422 ,3,5,3,5,Euro 4,1164,anteriore,,Base,,12 mese,,"4,5 l/100 km (comb.)
5,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",119,,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,0da1a323-fe6f-470c-9175-3fe3ddd4795d,MINI,City car,Diesel (Filtro antiparticolato),Usato,Cooper D,Grigio,Manuale,1598 ,3,4,4,6,Euro 5,1165,anteriore,"Pelle parziale, Grigio",Metallizzato,,12 mese,Sì,"3,8 l/100 km (comb.)
4,2 l/100 km (urbano)
3,5 l/100 km (extraurbano)",99,,,,,,,,
singole_pagine_fuel_D_condition_U.json,addce9a5-acc5-4a8e-887d-3a944269a6ce,Fiat,City car,Diesel,Usato,Panda,Giallo,Manuale,1248 ,5,4,4,5,Euro 5,,anteriore,,,,,,"4,2 l/100 km (comb.)
5,2 l/100 km (urbano)
3,6 l/100 km (extraurbano)",109,,,,,,,,
singole_pagine_fuel_D_condition_U.json,44f297d1-83d0-4c8c-8bca-ad3ddb8eb766,Fiat,City car,Diesel,Usato,Panda,Bianco,Manuale,1248 ,5,4,4,5,Euro 5,1190,4x4,"Pelle parziale, Marrone",,1,,Sì,"4,7 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",124,,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,f369fe91-3a54-4390-b54c-a1accd271398,Toyota,City car,Diesel (Filtro antiparticolato),Usato,Yaris,Bianco,Manuale,1364 ,5,5,4,6,Euro 6,,anteriore,"Stoffa, Nero",,1,,,"3,8 l/100 km (comb.)
4,6 l/100 km (urbano)
3,3 l/100 km (extraurbano)",99,,,,,,,,
singole_pagine_fuel_D_condition_U.json,7bc8e672-d79e-428b-80db-383974fe9b85,Audi,City car,Diesel,Usato,A3,Grigio,Manuale,1896 ,3,5,4,5,Euro 4,1370,anteriore,,Base,,,,"4,9 l/100 km (comb.)
6,3 l/100 km (urbano)
4,1 l/100 km (extraurbano)",132,,,,,,,,
singole_pagine_fuel_D_condition_U.json,d71e26f9-f8c7-4006-b178-44dacb4603b4,Audi,City car,Diesel,Usato,A1,Bianco,Manuale,1422 ,5,4,,,Euro 6,,anteriore,,Base,,Sì,,"3,7 l/100 km (comb.)
4,2 l/100 km (urbano)
3,4 l/100 km (extraurbano)",97,,,,,,,,
singole_pagine_fuel_D_condition_U.json,b0ee5185-988e-418e-be41-606e76f86540,Alfa Romeo,City car,Diesel (Filtro antiparticolato),Usato,MiTo,Nero,Manuale,1248 ,3,4,4,5,Euro 6,1225,anteriore,"Stoffa, Grigio",Metallizzato,,Sì,,"3,4 l/100 km (comb.)
4,3 l/100 km (urbano)
2,9 l/100 km (extraurbano)",89,,,,,,,,
singole_pagine_fuel_D_condition_U.json,098a8cae-15cd-4d10-8dc7-f292576e095a,BMW,City car,Diesel (Filtro antiparticolato),Usato,116,Bianco,Manuale,1995 ,3,5,4,6,Euro 4,1370,posteriore,"Stoffa, Nero",Base,2,Sì,Sì,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,9 l/100 km (extraurbano)",118,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,3fd60921-c559-4b61-a020-dfd03bb03d07,Iveco,City car,Diesel,Usato,,Bianco,Manuale,,,,,,,,,,Base,1,,Sì,,,,,,,,,,
singole_pagine_fuel_D_condition_U.json,5c141d6f-c1c7-4b77-88ab-0885c5406da6,Peugeot,City car,Diesel (Filtro antiparticolato),Usato,208,Grigio,Manuale,1560 ,3,5,4,5,Euro 6,1140,anteriore,,Metallizzato,,,,"3,5 l/100 km (comb.)
4,2 l/100 km (urbano)
3 l/100 km (extraurbano)",90,,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,5dc162c6-90ee-4ebd-8197-c8197f4b2cfb,Alfa Romeo,City car,Diesel,Usato,MiTo,Rosso,Manuale,1598 ,3,4,4,6,Euro 4,1280,anteriore,,Base,,,,"4,8 l/100 km (comb.)
5,9 l/100 km (urbano)
4,1 l/100 km (extraurbano)",126,,,,,,,,
singole_pagine_fuel_D_condition_U.json,ad9f91e5-9fe3-4b41-95cf-7e9a53755620,Volkswagen,City car,Diesel,Usato,New Beetle,Blu/Azzurro,Manuale,1896 ,3,4,4,5,Euro 4,1405,anteriore,"Pelle totale, Beige",Metallizzato,,,Sì,"5,4 l/100 km (comb.)
6,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",146,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,5e21685d-c47e-40f3-ac23-9edb4fc6975e,Peugeot,City car,Diesel (Filtro antiparticolato),Usato,207,Bianco,Manuale,1398 ,3,5,4,5,Euro 5,1171,anteriore,"Stoffa, Grigio",Base,,,,"4,2 l/100 km (comb.)
5,1 l/100 km (urbano)
3,7 l/100 km (extraurbano)",110,,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,ae0d4149-827c-4e8c-9cb0-b3acc44d8700,Fiat,City car,Diesel,Usato,Strada,Bianco,Manuale,1248 ,2,4,4,5,Euro 5,1360,anteriore,"Stoffa, Grigio",Base,,,,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,6 l/100 km (extraurbano)",138,,,Sì,10/2020,,,,
singole_pagine_fuel_D_condition_U.json,255a8ccd-ce72-4491-9a8f-00dde5bf5b01,Audi,City car,Diesel (Filtro antiparticolato),Usato,A3,Nero,Manuale,1968 ,3,5,4,6,,1430,4x4,"Pelle totale, Nero",Base,,,Sì,"4,8 l/100 km (comb.)
5,7 l/100 km (urbano)
4,2 l/100 km (extraurbano)",125,,,,,,,,
singole_pagine_fuel_D_condition_U.json,fa1ac39f-87b9-46d2-8382-277a3e36020e,Peugeot,City car,Diesel (Filtro antiparticolato),Usato,208,Grigio,Manuale,1560 ,5,5,4,5,Euro 6,,anteriore,"Stoffa, Nero",Metallizzato,,12 mese,Sì,"3,5 l/100 km (comb.)
4,2 l/100 km (urbano)
3 l/100 km (extraurbano)",90,,,,,,,,
singole_pagine_fuel_D_condition_U.json,cc1c7686-5b70-4a05-bf9b-0f939bc45f36,Audi,City car,Diesel,Usato,A3,Argento,Manuale,1968 ,3,5,4,6,Euro 4,1415,anteriore,"Stoffa, Nero",Base,,Sì,Sì,"5,5 l/100 km (comb.)
7,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",149,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,361bf2a0-a157-4f1f-b8d2-027f86e88789,Fiat,City car,Diesel,Usato,Punto,Nero,Manuale,1248 ,3,5,4,5,Euro 4,1040,anteriore,,Base,,,,"4,5 l/100 km (comb.)
5,6 l/100 km (urbano)
3,9 l/100 km (extraurbano)",119,,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,bf7212b0-f913-7743-e053-0100007f8b24,SEAT,City car,Diesel,Usato,Arosa,Blu/Azzurro,Manuale,1442 ,3,4,3,5,Euro 3,,anteriore,"Stoffa, Nero",,1,,,,,Sì,,,05/2021,,,,
singole_pagine_fuel_D_condition_U.json,12457501-cb68-4889-bf6e-9068e8ca92f3,Ford,City car,Diesel (Filtro antiparticolato),Usato,Fiesta,Rosso,Manuale,1499 ,5,5,4,6,Euro 6d-TEMP,1207,anteriore,"Stoffa, Grigio",Metallizzato,1,12 mese,Sì,"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,7 l/100 km (extraurbano)",103,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,1aa3a3d5-c5a6-4499-99ab-3fb38e0ed109,Fiat,City car,Diesel (Filtro antiparticolato),Usato,500,Blu/Azzurro,Manuale,1248 ,3,4,4,5,Euro 6,1055,anteriore,"Stoffa, Grigio",Metallizzato,1,12 mese,Sì,"3,4 l/100 km (comb.)
4,1 l/100 km (urbano)
3 l/100 km (extraurbano)",89,Sì,,,03/2022,,,,
singole_pagine_fuel_D_condition_U.json,47b2cadd-32c1-498f-bc31-5c924435e61f,Opel,City car,Diesel (Filtro antiparticolato),Usato,Corsa,Bianco,Manuale,1248 ,3,5,4,6,Euro 5,1163,anteriore,"Stoffa, Nero",Base,,Sì,,"4,4 l/100 km (comb.)
5,4 l/100 km (urbano)
3,8 l/100 km (extraurbano)",115,,,,,,,,
singole_pagine_fuel_D_condition_U.json,d0368655-affc-4393-91fd-8bf663e5364f,Citroen,City car,Diesel,Usato,DS3,Bianco,Manuale,1398 ,3,5,4,5,Euro 5,1145,anteriore,"Stoffa, Nero",,,12 mese,Sì,"3,8 l/100 km (comb.)
4,5 l/100 km (urbano)
3,4 l/100 km (extraurbano)",99,,04/2020,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,55b276c5-b672-45b3-b4e0-90222c4184fc,Fiat,City car,Diesel,Usato,Panda,Bianco,Manuale,,,,,,Euro 5,,,Grigio,,1,,,,,,,,,,,,
singole_pagine_fuel_D_condition_U.json,8c675b23-0631-49a3-9008-2023a954e549,Audi,City car,Diesel (Filtro antiparticolato),Usato,A3,Nero,Manuale,1968 ,3,5,4,6,Euro 6,1355,anteriore,"Pelle parziale, Grigio",Base,,,Sì,"4,1 l/100 km (comb.)
5 l/100 km (urbano)
3,6 l/100 km (extraurbano)",108,,,,,,,,
singole_pagine_fuel_D_condition_U.json,05200742-f5dd-47c0-9c92-d67cd995307a,Fiat,City car,Diesel (Filtro antiparticolato),Usato,500,Bianco,Manuale,1248 ,3,4,4,5,Euro 5,1055,anteriore,"Stoffa, Grigio",Base,1,Sì,,"3,6 l/100 km (comb.)
4,6 l/100 km (urbano)
3 l/100 km (extraurbano)",95,Sì,,,05/2022,,,,
singole_pagine_fuel_D_condition_U.json,aeb81444-15ba-4b1f-8d71-33ea07a71f08,MINI,City car,Diesel,Usato,One D,Nero,Manuale,1364 ,3,4,4,6,Euro 4,1190,anteriore,"Stoffa, Grigio",Metallizzato,,,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,3 l/100 km (extraurbano)",129,,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,0ccb6c6f-cbec-4dbb-9709-9a916c2c0d45,Audi,City car,Diesel,Usato,A3,Blu/Azzurro,Manuale,1968 ,3,5,4,6,Euro 4,1415,anteriore,"Stoffa, Grigio",Metallizzato,,,,"5,5 l/100 km (comb.)
7,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",149,,,,,,,,
singole_pagine_fuel_D_condition_U.json,c2f4ea7b-8fae-4a12-b11e-bb3f4ec96c17,BMW,City car,Diesel (Filtro antiparticolato),Usato,116,Grigio,Manuale,1598 ,5,5,4,6,Euro 5,,posteriore,Stoffa,,1,,,"3,8 l/100 km (comb.)
4,4 l/100 km (urbano)
3,4 l/100 km (extraurbano)",99,,,,,,,,
singole_pagine_fuel_D_condition_U.json,e5afdd52-b708-4bc9-b1eb-920055906848,MINI,City car,Diesel (Filtro antiparticolato),Usato,One D,Grigio,Manuale,1496 ,3,4,3,6,Euro 6,1225,anteriore,"Stoffa, Nero",Metallizzato,,24 mese,,"3,8 l/100 km (comb.)
4,3 l/100 km (urbano)
3,4 l/100 km (extraurbano)",99,,,,,,,,
singole_pagine_fuel_D_condition_U.json,7b979ff4-80c3-45ba-8c49-2a1332d0703b,MINI,City car,Diesel (Filtro antiparticolato),Usato,One D,Grigio,Manuale,1496 ,3,4,3,6,Euro 6,1225,anteriore,"Stoffa, Nero",Metallizzato,,24 mese,,"3,8 l/100 km (comb.)
4,3 l/100 km (urbano)
3,4 l/100 km (extraurbano)",99,,,,,,,,
singole_pagine_fuel_D_condition_U.json,69c07387-4fd5-4391-babf-24fba420d5da,Volkswagen,City car,Diesel,Usato,Golf,Bianco,Manuale,1598 ,5,5,4,6,,,4x4,"Stoffa, Nero",,1,12 mese,,,,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,d89246ca-dde8-45cc-aa7c-3838f720d8aa,Opel,City car,Diesel (Filtro antiparticolato),Usato,Corsa,Giallo,Manuale,1248 ,3,5,4,6,Euro 5,1163,anteriore,"Stoffa, Grigio",,,,Sì,"4,4 l/100 km (comb.)
5,4 l/100 km (urbano)
3,8 l/100 km (extraurbano)",115,Sì,09/2020,,,,,,
singole_pagine_fuel_D_condition_U.json,213df8af-882e-8b04-e053-0100007f59c0,Aixam,City car,Diesel,Usato,City,Argento,Automatico,400 ,3,2,,,Euro 2,,anteriore,"Pelle totale, Beige",,,,,,,,,,,,,,
singole_pagine_fuel_D_condition_U.json,67d5ffb6-2692-4f69-9ef9-8ebfa6d64827,Ford,City car,Diesel,Usato,C-Max,Grigio,Manuale,1560 ,5,5,,,Euro 5,,anteriore,,Base,,,,"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",119,,,,,,,,
singole_pagine_fuel_D_condition_U.json,fc15691b-ce9a-4b10-9b31-5d373ab29a7d,Volkswagen,City car,Diesel (Filtro antiparticolato),Usato,Maggiolino,Grigio,Automatico,1598 ,3,4,4,7,Euro 5,1479,anteriore,"Stoffa, Nero",Metallizzato,1,12 mese,Sì,"4,9 l/100 km (comb.)
5,6 l/100 km (urbano)
4,6 l/100 km (extraurbano)",128,,,,,,,,
singole_pagine_fuel_D_condition_U.json,b3289c01-5831-4d6a-a8bd-7e52ef57c011,SEAT,City car,Diesel,Usato,Ibiza,Bianco,Manuale,1896 ,3,5,4,5,Euro 3,1200,anteriore,,Base,,,,"4,9 l/100 km (comb.)
6,4 l/100 km (urbano)
4 l/100 km (extraurbano)",,,,,,,,,
singole_pagine_fuel_D_condition_U.json,36c60df5-ce6b-4d7d-bc89-e1f61747ca7b,Fiat,City car,Diesel (Filtro antiparticolato),Usato,500,Bianco,Manuale,1248 ,3,4,4,5,Euro 5,1055,anteriore,,Base,2,12 mese,Sì,"3,9 l/100 km (comb.)
5 l/100 km (urbano)
3,3 l/100 km (extraurbano)",104,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,d68f3a70-4753-431c-9328-9699ff749780,Fiat,City car,Diesel (Filtro antiparticolato),Usato,500,Blu/Azzurro,Manuale,1248 ,3,4,4,5,Euro 6,1055,anteriore,"Pelle parziale, Nero",Metallizzato,,,,"3,4 l/100 km (comb.)
4,1 l/100 km (urbano)
3 l/100 km (extraurbano)",89,,,,,,,,
singole_pagine_fuel_D_condition_U.json,44866432-93b8-4481-9954-631a039de165,Alfa Romeo,City car,Diesel (Filtro antiparticolato),Usato,MiTo,Nero,Manuale,1248 ,3,4,4,5,Euro 6,1225,anteriore,,Base,,,,"3,4 l/100 km (comb.)
4,3 l/100 km (urbano)
2,9 l/100 km (extraurbano)",89,,,,,,,,
singole_pagine_fuel_D_condition_U.json,aed0f75c-bb74-4537-bb50-b25a67f592a8,Alfa Romeo,City car,Diesel (Filtro antiparticolato),Usato,MiTo,Nero,Manuale,1248 ,3,4,4,5,Euro 6,1225,anteriore,,Base,,,,"3,4 l/100 km (comb.)
4,3 l/100 km (urbano)
2,9 l/100 km (extraurbano)",89,,,,,,,,
singole_pagine_fuel_D_condition_U.json,a3e04c7f-1e0a-40a7-8cf9-3babc630db2b,Alfa Romeo,City car,Diesel (Filtro antiparticolato),Usato,MiTo,Nero,Manuale,1248 ,3,4,4,5,Euro 5,1225,anteriore,"Stoffa, Nero",Metallizzato,,12 mese,Sì,"3,5 l/100 km (comb.)
5 l/100 km (urbano)
3 l/100 km (extraurbano)",90,Sì,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,8631f4c9-088a-489e-ba9f-893c02f54308,Alfa Romeo,City car,Diesel (Filtro antiparticolato),Usato,MiTo,Nero,Manuale,1248 ,3,4,4,5,Euro 6,1225,anteriore,,Base,,,,"3,4 l/100 km (comb.)
4,3 l/100 km (urbano)
2,9 l/100 km (extraurbano)",89,,,,,,,,
singole_pagine_fuel_D_condition_U.json,f565eaaf-aae6-0129-e053-0100007f6974,Aixam,City car,Diesel,Usato,,Bianco,,479 ,2,2,2,3,,425,,"Alcantara, Nero",,1,,,,,Sì,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,a90f1b1c-4c19-4040-a883-99910570efd1,MINI,City car,Diesel,Usato,Cooper D,Bianco,Manuale,1560 ,3,4,4,6,Euro 4,1185,anteriore,"Stoffa, Grigio",,2,,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,5 l/100 km (extraurbano)",104,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,81bca2ed-91fe-4489-8eda-718a2b24e16b,MINI,City car,Diesel,Usato,Cooper D,Rosso,Manuale,1496 ,5,5,3,6,Euro 6,,anteriore,"Stoffa, Nero",,,,,"3,6 l/100 km (comb.)
4,4 l/100 km (urbano)
3,2 l/100 km (extraurbano)",95,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,1fc9cd57-9fef-4823-90b6-68d856f1dacf,Volkswagen,City car,Diesel (Filtro antiparticolato),Usato,Polo,Nero,Manuale,1422 ,5,5,3,5,Euro 6,1152,anteriore,"Stoffa, Nero",,1,12 mese,Sì,"3,4 l/100 km (comb.)
4 l/100 km (urbano)
3,1 l/100 km (extraurbano)",88,,,Sì,,,,,
singole_pagine_fuel_D_condition_U.json,d76aa7fb-22ed-420c-ace5-c5537349cbb9,Ford,City car,Diesel,Usato,Fiesta,Grigio,Manuale,1499 ,,,,,,,,"Altro, Altro",,,,,,,,,,,,,,
singole_pagine_fuel_D_condition_U.json,1b37d172-8b9f-42e4-9976-2028ab9464d0,MINI,City car,Diesel,Usato,Cooper D,Bianco,Manuale,1560 ,3,4,4,6,Euro 4,,anteriore,"Stoffa, Nero",Metallizzato,,Sì,,"5 l/100 km (comb.)
6,5 l/100 km (urbano)
4,2 l/100 km (extraurbano)",134,,,,,,,,
