File,id_annuncio,Marca,Carrozzeria,Alimentazione,Tipo di veicolo,Modello,Tipo di cambio,Colore esterno,Cilindrata,Porte,Posti a sedere,Cilindri,Tipo di unità,Marce,Classe emissioni,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Per neopatentati,Consumo carburante,Emissioni di CO2,Veicolo per non fumatori,Tagliandi certificati
singole_pagine_fuel_B_condition_S.json,9b84c6b3-197e-4e1b-9714-c748b68d426c,Fiat,City car,Benzina,KM0,500,Manuale,Rosso,1242 ,,,,anteriore,,Euro 6,Altro,Metallizzato,,,,,,,,
singole_pagine_fuel_B_condition_S.json,6486c83e-66b0-47ea-ad1d-932f0d40e794,Fiat,City car,Benzina,KM0,500,Manuale,Nero,1242 ,,,,anteriore,,Euro 6,Altro,Metallizzato,,,,,,,,
singole_pagine_fuel_B_condition_S.json,df69c873-77ca-4ea7-b98d-258e3563d603,Fiat,City car,Benzina,KM0,500,Manuale,Rosso,1242 ,,,,anteriore,,Euro 6,Altro,Metallizzato,,,,,,,,
singole_pagine_fuel_B_condition_S.json,a69bfcc0-16b1-487f-8c76-2c41eb7edfef,Fiat,City car,Benzina,KM0,500,Manuale,Nero,1242 ,,,,anteriore,,Euro 6,Altro,Metallizzato,,,,,,,,
singole_pagine_fuel_B_condition_S.json,5405508a-f2d9-411d-9253-34c8c11121dd,Fiat,City car,Benzina,KM0,500,Manuale,Grigio,1242 ,,,,anteriore,,Euro 6,Altro,Metallizzato,,,,,,,,
singole_pagine_fuel_B_condition_S.json,e8bc6e0a-33d9-424d-ac79-147956828107,Fiat,City car,Benzina,KM0,500,Manuale,Grigio,1242 ,,,,anteriore,,Euro 6,Altro,Metallizzato,,,,,,,,
singole_pagine_fuel_B_condition_S.json,5ba0491b-9eff-41e1-a310-1ca714b18f28,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,,,,anteriore,,Euro 6,Altro,Metallizzato,,,,,,,,
singole_pagine_fuel_B_condition_S.json,f65ac475-b74d-4b9b-b299-e90427fc9491,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,,,,anteriore,,Euro 6,Altro,Metallizzato,,,,,,,,
singole_pagine_fuel_B_condition_S.json,c8978f50-f0ab-4163-beb6-e2d34b02bdd1,Renault,City car,Benzina,KM0,Twingo,Manuale,Bianco,999 ,5,4,3,posteriore,5,Euro 6d-TEMP,"Pelle parziale, Nero",,989,22 mese,1,Sì,"4,4 l/100 km (comb.)
5 l/100 km (urbano)
4 l/100 km (extraurbano)",100,,
singole_pagine_fuel_B_condition_S.json,b94d54df-7f65-4035-b6f5-b5b57fc18bd4,Volkswagen,City car,Benzina,KM0,up!,Manuale,Argento,999 ,5,4,3,anteriore,5,,"Stoffa, Altro",,,Sì,,,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",100,,
singole_pagine_fuel_B_condition_S.json,97cd67b6-1c40-4c46-99bd-7925c26f72d2,Fiat,City car,Benzina,KM0,Panda,Manuale,Blu/Azzurro,4 ,5,4,4,anteriore,5,Euro 6,"Stoffa, Nero",,980,22 mese,1,Sì,"4,3 l/100 km (comb.)
5,8 l/100 km (urbano)
4,9 l/100 km (extraurbano)",111,,Sì
singole_pagine_fuel_B_condition_S.json,311b5bf0-248c-40cb-8e4d-c4fe117ac9ec,Fiat,City car,Benzina,KM0,Panda,Manuale,Bianco,4 ,5,4,4,anteriore,5,Euro 6,"Stoffa, Nero",,980,22 mese,1,Sì,"4,3 l/100 km (comb.)
5,8 l/100 km (urbano)
4,9 l/100 km (extraurbano)",111,Sì,Sì
singole_pagine_fuel_B_condition_S.json,fb2c9a41-1fe7-43ae-88c5-391b3519cbb5,Fiat,City car,Benzina,KM0,Panda,Manuale,Blu/Azzurro,4 ,5,4,4,anteriore,5,Euro 6,"Stoffa, Nero",,980,22 mese,1,Sì,"4,3 l/100 km (comb.)
5,8 l/100 km (urbano)
4,9 l/100 km (extraurbano)",111,,Sì
singole_pagine_fuel_B_condition_S.json,5af4483f-1edb-469c-a62b-90e91b725024,Fiat,City car,Benzina,KM0,Panda,Manuale,Bianco,4 ,5,4,4,anteriore,5,Euro 6,"Stoffa, Nero",,980,22 mese,1,Sì,"4,3 l/100 km (comb.)
5,8 l/100 km (urbano)
4,9 l/100 km (extraurbano)",111,Sì,Sì
singole_pagine_fuel_B_condition_S.json,856fc6a9-4947-4954-bfb5-d41c8d784d9a,Fiat,City car,Benzina,KM0,500,Automatico,Blu/Azzurro,1242 ,3,4,4,anteriore,5,Euro 6,,Metallizzato,1050,12 mese,,Sì,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",114,,
singole_pagine_fuel_B_condition_S.json,170d8d01-3b1b-49cc-ba4c-97bd6061bcc4,Fiat,City car,Benzina,KM0,500,Manuale,Blu/Azzurro,875 ,3,4,2,anteriore,5,Euro 6,,Metallizzato,1005,,,,"4,7 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,6298362c-cd3f-44b7-88c4-6846e745fb4e,Fiat,City car,Benzina,KM0,500,Manuale,Grigio,999 ,3,4,3,anteriore,6,Euro 6d-TEMP,"Stoffa, Beige",Metallizzato,1055,24 mese,,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",88,,
singole_pagine_fuel_B_condition_S.json,79b3782d-5ac5-400b-bd9c-42789b0da71d,Fiat,City car,Benzina,KM0,500,Manuale,Blu/Azzurro,999 ,3,4,3,anteriore,6,Euro 6d-TEMP,"Stoffa, Beige",Metallizzato,1055,24 mese,,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",88,,
singole_pagine_fuel_B_condition_S.json,476edd02-782a-4fd7-b91e-e483d27d4ffe,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Nero",Base,960,,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,c3df1a92-99ac-44b9-bcb4-31c3428266d5,Fiat,City car,Benzina,KM0,500,Automatico,Grigio,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Pelle parziale, Nero",Metallizzato,1050,24 mese,,Sì,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",114,,
singole_pagine_fuel_B_condition_S.json,6d147d6f-3b14-4aab-b947-44ba32c9072f,Fiat,City car,Benzina,KM0,500,Manuale,Grigio,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Altro, Nero",,,24 mese,,,"5,2 l/100 km (comb.)
6,5 l/100 km (urbano)
4,4 l/100 km (extraurbano)",119,Sì,
singole_pagine_fuel_B_condition_S.json,7610ae3f-5fc5-4956-96a5-841a9be66fc5,Ford,City car,Benzina,KM0,Fiesta,Manuale,Blu/Azzurro,3 ,5,5,3,anteriore,6,Euro 6,"Stoffa, Nero",,1088,22 mese,1,,"3,6 l/100 km (comb.)
5 l/100 km (urbano)
4,1 l/100 km (extraurbano)",94,,Sì
singole_pagine_fuel_B_condition_S.json,647948e2-ea11-4de3-8d6b-ba53f1737079,Ford,City car,Benzina,KM0,Fiesta,Manuale,Argento,3 ,5,5,3,anteriore,6,Euro 6,"Stoffa, Nero",,1088,22 mese,1,,"3,6 l/100 km (comb.)
5 l/100 km (urbano)
4,1 l/100 km (extraurbano)",94,,Sì
singole_pagine_fuel_B_condition_S.json,a4f257b9-7da8-43b9-8672-35f677a582ca,Ford,City car,Benzina,KM0,Fiesta,Manuale,Blu/Azzurro,3 ,5,5,3,anteriore,6,Euro 6,"Stoffa, Nero",,1088,22 mese,1,,"3,6 l/100 km (comb.)
5 l/100 km (urbano)
4,1 l/100 km (extraurbano)",94,,Sì
singole_pagine_fuel_B_condition_S.json,a38144a1-1e32-4aef-9d91-786a3e07aef1,Ford,City car,Benzina,KM0,Fiesta,Manuale,Argento,3 ,5,5,3,anteriore,6,Euro 6,"Stoffa, Nero",,1088,22 mese,1,,"3,6 l/100 km (comb.)
5 l/100 km (urbano)
4,1 l/100 km (extraurbano)",94,,Sì
singole_pagine_fuel_B_condition_S.json,c388da07-cbc5-43fa-8175-1ba3f35360b5,Lancia,City car,Benzina,KM0,Ypsilon,Manuale,Bianco,1242 ,5,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Nero",,1040,,1,Sì,"5,5 l/100 km (comb.)
6,8 l/100 km (urbano)
4,7 l/100 km (extraurbano)",128,Sì,
singole_pagine_fuel_B_condition_S.json,8b80415d-beaa-4e0d-bb7a-18497076d20d,Lancia,City car,Benzina,KM0,Ypsilon,Manuale,Rosso,1242 ,5,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Nero",,1040,,1,Sì,"5,3 l/100 km (comb.)
6,7 l/100 km (urbano)
4,5 l/100 km (extraurbano)",119,Sì,
singole_pagine_fuel_B_condition_S.json,bff00889-197e-43d5-8dab-c4e1e320b676,Abarth,City car,Benzina,KM0,695,Manuale,Bianco,1368 ,3,4,4,anteriore,5,Euro 6,,Base,1140,,,,"6,8 l/100 km (comb.)
8,7 l/100 km (urbano)
5,7 l/100 km (extraurbano)",155,,
singole_pagine_fuel_B_condition_S.json,9513c44a-cbee-4538-87b5-dc403ac327aa,Abarth,City car,Benzina,KM0,595,Manuale,Bianco,1368 ,3,4,4,anteriore,5,Euro 6d,"Pelle parziale, Nero",Base,1110,24 mese,1,,"6 l/100 km (comb.)
7,9 l/100 km (urbano)
4,9 l/100 km (extraurbano)",139,Sì,
singole_pagine_fuel_B_condition_S.json,03513c65-a62a-46cc-9938-7ebfdc7d4589,Fiat,City car,Benzina,KM0,500,Automatico,Bianco,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,Nero,Base,1050,24 mese,,Sì,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",114,,
singole_pagine_fuel_B_condition_S.json,e561c02c-c117-474f-a820-f12411296c25,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6,,Base,960,Sì,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,668a4460-20f9-47a5-ad26-f89bbbc099a1,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6,"Pelle scamosciata, Nero",,,,,,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",123,,
singole_pagine_fuel_B_condition_S.json,bffbfe8e-cbd9-424a-8bd2-9754610549ee,Fiat,City car,Benzina,KM0,Panda,Manuale,Verde,2 ,5,4,2,4x4,6,Euro 6,"Stoffa, Grigio",,1090,23 mese,1,,"4,4 l/100 km (comb.)
6,7 l/100 km (urbano)
5,1 l/100 km (extraurbano)",116,,Sì
singole_pagine_fuel_B_condition_S.json,5600f23e-d7f0-4a3f-9bd1-57bf1888ed54,Fiat,City car,Benzina,KM0,Panda,Manuale,Verde,2 ,5,4,2,4x4,6,Euro 6,"Stoffa, Grigio",,1090,23 mese,1,,"4,4 l/100 km (comb.)
6,7 l/100 km (urbano)
5,1 l/100 km (extraurbano)",116,,Sì
singole_pagine_fuel_B_condition_S.json,3d6eb0d0-e0bb-4b86-be75-5990ab2f9cee,Fiat,City car,Benzina,KM0,500,Manuale,Blu/Azzurro,875 ,3,4,2,anteriore,5,Euro 6,,Metallizzato,1005,,,,"4,7 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,50f6642f-c163-43ec-a333-8d88349b6da5,Fiat,City car,Benzina,KM0,500,Manuale,Grigio,1242 ,3,4,4,anteriore,5,Euro 6,,Metallizzato,960,,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,76e0d60c-1b6f-499d-991d-777098959a85,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Grigio",Base,960,24 mese,,Sì,"5 l/100 km (comb.)
6,3 l/100 km (urbano)
4,2 l/100 km (extraurbano)",116,,
singole_pagine_fuel_B_condition_S.json,7dec98bc-8bab-4016-8285-d70ea5298fd5,Fiat,City car,Benzina,KM0,500,Automatico,Grigio,1242 ,3,4,,anteriore,5,Euro 6,"Stoffa, Grigio",Metallizzato,,24 mese,,,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",114,,
singole_pagine_fuel_B_condition_S.json,b1bbadb9-ded1-4891-8c53-1e6606a65c67,Fiat,City car,Benzina,KM0,500,Automatico,Blu/Azzurro,1242 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Grigio",Metallizzato,1050,24 mese,,Sì,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",114,,
singole_pagine_fuel_B_condition_S.json,64ff8540-64d1-4f62-b0b9-bd7e51703e27,Abarth,City car,Benzina,KM0,695,Manuale,Nero,1368 ,3,4,4,anteriore,5,Euro 6,,Base,1140,,,,"6,8 l/100 km (comb.)
8,7 l/100 km (urbano)
5,7 l/100 km (extraurbano)",155,,
singole_pagine_fuel_B_condition_S.json,91eff41c-0971-4bcb-8b49-4b812263c24c,Fiat,City car,Benzina,KM0,500L,Manuale,Nero,4 ,5,5,4,anteriore,6,Euro 6,"Pelle totale, Nero",,1320,23 mese,1,Sì,"5,6 l/100 km (comb.)
8,7 l/100 km (urbano)
6,2 l/100 km (extraurbano)",142,,Sì
singole_pagine_fuel_B_condition_S.json,f6c65466-a113-422f-9b68-fc39e3918455,Fiat,City car,Benzina,KM0,500L,Manuale,Nero,4 ,5,5,4,anteriore,6,Euro 6,"Pelle totale, Nero",,1320,23 mese,1,Sì,"5,6 l/100 km (comb.)
8,7 l/100 km (urbano)
6,2 l/100 km (extraurbano)",142,,Sì
singole_pagine_fuel_B_condition_S.json,5a19f57e-fd44-4bad-97fa-f19d22b492f5,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Nero",Base,960,,,Sì,"5,2 l/100 km (comb.)
6,5 l/100 km (urbano)
4,4 l/100 km (extraurbano)",119,,
singole_pagine_fuel_B_condition_S.json,09858fa7-b0b3-478f-b473-b39da3b9f773,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Nero",Base,960,,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,bbcf028c-1230-4a5e-9512-2b0bab7eeebc,Fiat,City car,Benzina,KM0,500,Manuale,Grigio,1242 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Nero",Metallizzato,960,,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,eca3dc61-55eb-4808-9271-8d47e65d4dad,Fiat,City car,Benzina,KM0,500,Manuale,Blu/Azzurro,1242 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Nero",Metallizzato,960,,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,8882527b-d515-4d91-8566-231a502661cb,Fiat,City car,Benzina,KM0,500,Manuale,Rosso,1242 ,3,4,4,anteriore,5,Euro 6,Stoffa,Metallizzato,960,,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,5bcdfdc2-50de-4d39-ac90-db98701a99e4,Fiat,City car,Benzina,KM0,500,Manuale,Blu/Azzurro,1242 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Nero",Metallizzato,960,,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,f3829df6-d4fb-4ea6-a7d9-e4f8f14f75ae,Fiat,City car,Benzina,KM0,500,Manuale,Grigio,1242 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Nero",,865,,1,,"4,9 l/100 km (comb.)
6,2 l/100 km (urbano)
4,2 l/100 km (extraurbano)",115,Sì,
singole_pagine_fuel_B_condition_S.json,f7cf09d2-e4c4-4894-8780-f579a02d87f1,Renault,City car,Benzina,KM0,Twingo,Manuale,Verde,3 ,5,4,3,anteriore,5,Euro 6,"Pelle parziale, Nero",,914,22 mese,1,Sì,"4 l/100 km (comb.)
5 l/100 km (urbano)
4,4 l/100 km (extraurbano)",100,Sì,Sì
singole_pagine_fuel_B_condition_S.json,718768ca-f99f-4c8b-b34e-f1fa7490f6a0,Lancia,City car,Benzina,KM0,Ypsilon,Manuale,Giallo,4 ,5,4,4,anteriore,5,Euro 6,"Stoffa, Altro",,965,23 mese,1,Sì,"4,5 l/100 km (comb.)
6,7 l/100 km (urbano)
5,3 l/100 km (extraurbano)",119,,Sì
