File,id_annuncio,Marca,Carrozzeria,Alimentazione,Tipo di veicolo,Modello,Cilindrata,Tipo di cambio,Colore esterno,Posti a sedere,Porte,Cilindri,Tipo di unità,Marce,Classe emissioni,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Consumo carburante,Emissioni di CO2,Veicolo per non fumatori,Tagliandi certificati,Per neopatentati,_ - _ - Prossima revisione,Ultimo tagliando,_ - _ - Prossima nuova,_ - _ - Numero della chiave
singole_pagine_fuel_D_condition_S.json,3580a855-aa72-4fe5-9552-08f4a3e88186,SEAT,SUV/Fuoristrada/Pick-up,Diesel,KM0,Ateca,1598 ,Automatico,Grigio,5,5,4,anteriore,7,Euro 6d-TEMP,"Stoffa, Nero",Metallizzato,1446,48 mese,,"4,9 l/100 km (comb.)
5,3 l/100 km (urbano)
4,7 l/100 km (extraurbano)",115,,,,,,,
singole_pagine_fuel_D_condition_S.json,cab992c7-3887-48cf-b558-bd2ab06abf13,SEAT,SUV/Fuoristrada/Pick-up,Diesel,KM0,Ateca,1598 ,Automatico,Bianco,5,5,4,anteriore,7,Euro 6d-TEMP,"Alcantara, Nero",Metallizzato,1446,48 mese,,"4,9 l/100 km (comb.)
5,3 l/100 km (urbano)
4,7 l/100 km (extraurbano)",115,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,de7fffa0-bf90-4e5d-947b-e5caa72745f5,SEAT,SUV/Fuoristrada/Pick-up,Diesel,KM0,Ateca,1598 ,Automatico,Bianco,5,5,4,anteriore,7,Euro 6d-TEMP,"Alcantara, Nero",Metallizzato,1446,48 mese,,"4,9 l/100 km (comb.)
5,3 l/100 km (urbano)
4,7 l/100 km (extraurbano)",115,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,9f213a64-2cb2-4a97-bb02-3a07b3888064,Fiat,SUV/Fuoristrada/Pick-up,Diesel,KM0,500X,1248 ,Manuale,Blu/Azzurro,5,5,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Nero",Metallizzato,1320,22 mese,1,"4,2 l/100 km (comb.)
5,2 l/100 km (urbano)
3,5 l/100 km (extraurbano)",111,Sì,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,d50bcd35-9228-49da-9d6c-6a2e3df07025,Alfa Romeo,SUV/Fuoristrada/Pick-up,Diesel,KM0,Stelvio,2143 ,Automatico,Grigio,5,5,4,4x4,8,Euro 6d-TEMP,"Pelle totale, Marrone",Metallizzato,1750,,1,"5,6 l/100 km (comb.)
6,1 l/100 km (urbano)
5,1 l/100 km (extraurbano)",146,,,,,,,
singole_pagine_fuel_D_condition_S.json,0824d629-6b04-4419-8125-32ad41e39c97,Alfa Romeo,SUV/Fuoristrada/Pick-up,Diesel,KM0,Stelvio,2143 ,Automatico,Grigio,5,5,4,4x4,8,Euro 6,,Metallizzato,1750,Sì,,"5,6 l/100 km (comb.)
6,1 l/100 km (urbano)
5,1 l/100 km (extraurbano)",147,Sì,,,,,,
singole_pagine_fuel_D_condition_S.json,7de95fa6-2ee3-41eb-9bd6-97350af03f2a,Fiat,SUV/Fuoristrada/Pick-up,Diesel,KM0,500X,1248 ,Manuale,Bianco,5,5,4,anteriore,5,Euro 6,"Pelle parziale, Grigio",Base,1320,Sì,,"4,2 l/100 km (comb.)
5,2 l/100 km (urbano)
3,5 l/100 km (extraurbano)",111,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,5d6b08e0-6ab1-48e2-b16e-f540d371381b,Fiat,SUV/Fuoristrada/Pick-up,Diesel,KM0,500X,1248 ,Manuale,Bianco,5,5,4,anteriore,5,Euro 6,"Pelle parziale, Grigio",Base,1320,Sì,,"4,2 l/100 km (comb.)
5,2 l/100 km (urbano)
3,5 l/100 km (extraurbano)",111,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,f54391d0-8b65-47e7-9fe6-50e892398051,Fiat,SUV/Fuoristrada/Pick-up,Diesel,KM0,500X,1248 ,Manuale,Grigio,5,5,4,anteriore,5,Euro 6,"Pelle parziale, Grigio",Metallizzato,1320,Sì,,"4,2 l/100 km (comb.)
5,2 l/100 km (urbano)
3,5 l/100 km (extraurbano)",111,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,56c9162e-f07c-4e55-948e-22fadbd3c8e8,Fiat,SUV/Fuoristrada/Pick-up,Diesel,KM0,500X,1248 ,Manuale,Nero,5,5,4,anteriore,5,Euro 6,"Pelle parziale, Grigio",Base,1320,Sì,,"4,2 l/100 km (comb.)
5,2 l/100 km (urbano)
3,5 l/100 km (extraurbano)",111,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,57ae8dc6-4b61-4a54-8d30-477b542e0a69,Fiat,SUV/Fuoristrada/Pick-up,Diesel,KM0,500X,1248 ,Manuale,Nero,5,5,4,anteriore,5,Euro 6,"Pelle parziale, Grigio",Base,1320,Sì,,"4,2 l/100 km (comb.)
5,2 l/100 km (urbano)
3,5 l/100 km (extraurbano)",111,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,8abb8105-8e84-4367-a6f3-18b2e3eaa03e,Fiat,SUV/Fuoristrada/Pick-up,Diesel,KM0,500X,1248 ,Manuale,Grigio,5,5,4,anteriore,5,Euro 6,"Pelle parziale, Grigio",Metallizzato,1320,Sì,,"4,2 l/100 km (comb.)
5,2 l/100 km (urbano)
3,5 l/100 km (extraurbano)",111,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,27c0018d-8c6c-4881-a674-b731fcfec85c,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,1598 ,Manuale,Blu/Azzurro,5,5,4,anteriore,6,Euro 6,"Stoffa, Nero",Metallizzato,1430,Sì,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",126,Sì,,,,,,
singole_pagine_fuel_D_condition_S.json,bf0740d7-5385-447c-abb6-19222268acd2,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,1598 ,Manuale,Blu/Azzurro,5,5,4,anteriore,6,Euro 6,"Stoffa, Nero",Metallizzato,1430,Sì,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",126,Sì,,,,,,
singole_pagine_fuel_D_condition_S.json,c39b304b-374b-4f54-8f76-00adad0eced8,Volkswagen,SUV/Fuoristrada/Pick-up,Diesel,KM0,Tiguan,1968 ,Automatico,Argento,5,5,4,4x4,7,Euro 6d-TEMP,"Stoffa, Grigio",Metallizzato,1673,24 mese,,"5,7 l/100 km (comb.)
6,5 l/100 km (urbano)
5,2 l/100 km (extraurbano)",149,,,,,,,
singole_pagine_fuel_D_condition_S.json,9091c6e8-0101-4e27-868d-63b19ee21927,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,1956 ,Manuale,Nero,5,5,4,4x4,6,Euro 6d-TEMP,"Pelle parziale, Nero",Base,1580,24 mese,1,"5,7 l/100 km (comb.)
6,6 l/100 km (urbano)
5,1 l/100 km (extraurbano)",148,Sì,,,05/2024,,,
singole_pagine_fuel_D_condition_S.json,fba5d025-a483-44df-8db7-d3284fedb514,SEAT,SUV/Fuoristrada/Pick-up,Diesel,KM0,Ateca,1968 ,Automatico,Grigio,5,5,4,anteriore,7,Euro 6,"Pelle parziale, Nero",Metallizzato,1548,24 mese,,"5 l/100 km (comb.)
5,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",128,Sì,,,,,,
singole_pagine_fuel_D_condition_S.json,0544900b-6926-47e0-83b5-150cf73b945a,Alfa Romeo,SUV/Fuoristrada/Pick-up,Diesel,KM0,Stelvio,2143 ,Automatico,Blu/Azzurro,5,5,4,4x4,8,Euro 6,"Pelle totale, Nero",Metallizzato,1750,24 mese,,"5,6 l/100 km (comb.)
6,1 l/100 km (urbano)
5,1 l/100 km (extraurbano)",146,,,,,,,
singole_pagine_fuel_D_condition_S.json,1838fa34-561e-4484-b452-479820b20810,Alfa Romeo,SUV/Fuoristrada/Pick-up,Diesel,KM0,Stelvio,2143 ,Automatico,Bianco,5,5,4,4x4,8,Euro 6,"Pelle totale, Nero",Metallizzato,1750,24 mese,,"5,6 l/100 km (comb.)
6,1 l/100 km (urbano)
5,1 l/100 km (extraurbano)",146,,,,,,,
singole_pagine_fuel_D_condition_S.json,b72d0faf-c67c-4213-87aa-1304c88a34f0,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,1956 ,Manuale,Bianco,5,5,4,4x4,6,,"Alcantara, Nero",Base,1540,12 mese,,,,,,,08/2024,,,
singole_pagine_fuel_D_condition_S.json,6d824656-0428-4a98-ab75-58c446c21d39,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,1956 ,Manuale,Bianco,5,5,4,4x4,6,,Nero,Base,1540,12 mese,,,,,,,07/2024,,,
singole_pagine_fuel_D_condition_S.json,3a029fe8-40ad-4662-9e9e-2b68af38c184,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,1956 ,Manuale,Bianco,5,5,4,4x4,6,,Nero,Base,1540,12 mese,,,,,,,06/2024,,,
singole_pagine_fuel_D_condition_S.json,0674a62b-bf5b-4a59-9175-3bd86426a8bb,Fiat,SUV/Fuoristrada/Pick-up,Diesel,KM0,Fullback,2442 ,Manuale,Bianco,5,4,4,posteriore,6,,Grigio,Base,1870,12 mese,,,,,,,12/2023,,,
singole_pagine_fuel_D_condition_S.json,17eab4e7-8247-47ea-9557-b7f7e485e4c4,Jaguar,SUV/Fuoristrada/Pick-up,Diesel,KM0,E-Pace,1999 ,Automatico,Nero,5,5,4,4x4,9,Euro 6,"Pelle totale, Grigio",Base,1843,36 mese,,"6 l/100 km (comb.)
7,2 l/100 km (urbano)
5,3 l/100 km (extraurbano)",158,,,,,,,
singole_pagine_fuel_D_condition_S.json,a9c24ddd-a8a2-4cc6-8d75-16cc9f210066,Alfa Romeo,SUV/Fuoristrada/Pick-up,Diesel,KM0,Stelvio,2143 ,Automatico,Grigio,5,5,4,4x4,8,Euro 6,"Pelle totale, Nero",Metallizzato,1750,24 mese,,"5,6 l/100 km (comb.)
6,1 l/100 km (urbano)
5,1 l/100 km (extraurbano)",146,,,,,,,
singole_pagine_fuel_D_condition_S.json,5f5c5ebf-988d-4d47-b5aa-e7b26f86bf1d,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,6e6fc1d3-f79d-4cde-980a-c21e81437698,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Nero,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,e41e46cf-d123-41d9-98d3-ecbfaf8bb9bb,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,5d65a131-bdd0-49b1-9ead-e553fc1b56ac,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,1a2e82d8-de59-405b-ba36-e9a6ca525de3,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,327b9750-8440-4ffd-84fa-fc8d3e9fabbd,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Nero,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,be18c96d-03bf-4c84-8c56-56dd1610b35e,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,ea7a3190-d687-4e1e-9399-9de7848494e0,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,b5a5d352-54f0-40f8-b7d7-c2eb7f25f1bc,SsangYong,SUV/Fuoristrada/Pick-up,Diesel,KM0,Tivoli,1597 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6,"Stoffa, Grigio",Base,1465,,,"5 l/100 km (comb.)
5,5 l/100 km (urbano)
4,7 l/100 km (extraurbano)",132,,,,,,,
singole_pagine_fuel_D_condition_S.json,0d7a5d04-6ca2-4501-b75b-cc8725fbeb93,Mercedes-Benz,SUV/Fuoristrada/Pick-up,Diesel,KM0,GLB 200,1950 ,Automatico,Nero,5,,,4x4,,,"Pelle parziale, Nero",Metallizzato,,,,,,,,,,,,
singole_pagine_fuel_D_condition_S.json,16660dac-0478-4bcb-afa8-085b40c16a0c,Nissan,SUV/Fuoristrada/Pick-up,Diesel,KM0,Qashqai,1700 ,Manuale,Bianco,5,5,,anteriore,6,Euro 6,"Stoffa, Nero",,,,,,144,,,,,,,
singole_pagine_fuel_D_condition_S.json,bc10c2d9-9380-4357-91bf-bb5885cf94bb,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,1956 ,Manuale,Bianco,5,5,4,4x4,6,Euro 6,Pelle totale,,,,,"6,1 l/100 km (comb.)
7,2 l/100 km (urbano)
5,1 l/100 km (extraurbano)",161,,,,,,,
singole_pagine_fuel_D_condition_S.json,1bbe0bec-1440-4b5f-8ff8-46c5624c5ec9,BMW,SUV/Fuoristrada/Pick-up,Diesel,KM0,X3,1995 ,Automatico,Grigio,5,5,4,4x4,8,Euro 6,,,1845,Sì,1,"5,1 l/100 km (comb.)
5,3 l/100 km (urbano)
4,9 l/100 km (extraurbano)",133,,,,,,,
singole_pagine_fuel_D_condition_S.json,d368312e-e83d-4e14-95dc-f79e9bd1cb7a,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,1598 ,Manuale,Grigio,5,5,4,anteriore,6,Euro 6,"Pelle totale, Nero",Metallizzato,,,,"4,6 l/100 km (comb.)
5,5 l/100 km (urbano)
4,1 l/100 km (extraurbano)",121,,,,,,,
singole_pagine_fuel_D_condition_S.json,dccbe8e9-0fff-4284-82ea-50109c107958,Fiat,SUV/Fuoristrada/Pick-up,Diesel,KM0,500X,1598 ,Manuale,Nero,5,5,4,anteriore,6,Euro 6,,,,,,"4,7 l/100 km (comb.)
5,5 l/100 km (urbano)
4,1 l/100 km (extraurbano)",124,,,,,,,
singole_pagine_fuel_D_condition_S.json,c162e6ae-d2b1-4d84-994d-c848970dcc7b,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,1956 ,Manuale,Grigio,5,5,4,4x4,6,Euro 6,"Stoffa, Nero",Metallizzato,,,,"6,3 l/100 km (comb.)
7 l/100 km (urbano)
5,5 l/100 km (extraurbano)",166,,,,,,,
singole_pagine_fuel_D_condition_S.json,45fdd3ba-712d-4d29-b0b2-10fe930aa22d,Audi,SUV/Fuoristrada/Pick-up,Diesel,KM0,Q2,1598 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6,Nero,Metallizzato,,,,"4,4 l/100 km (comb.)
4,9 l/100 km (urbano)
4,1 l/100 km (extraurbano)",114,,,,,,,
singole_pagine_fuel_D_condition_S.json,c0df7550-fa8b-43b1-b5be-ae9b861af730,BMW,SUV/Fuoristrada/Pick-up,Diesel,KM0,X3,1995 ,Automatico,Grigio,5,5,4,4x4,8,Euro 6,,,1845,Sì,1,"5,1 l/100 km (comb.)
5,3 l/100 km (urbano)
4,9 l/100 km (extraurbano)",133,,,,,,,
singole_pagine_fuel_D_condition_S.json,b04a39dd-2f05-4fac-950f-e2bbfd209cef,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,1598 ,Manuale,Blu/Azzurro,5,5,4,anteriore,6,Euro 6d-TEMP,"Stoffa, Nero",Metallizzato,1430,24 mese,1,"4,4 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",118,Sì,,,,,,
singole_pagine_fuel_D_condition_S.json,25f4ac53-f566-467a-a0c7-49a4dc2b759e,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,1598 ,Manuale,Grigio,5,5,4,,6,Euro 6d-TEMP,Nero,Metallizzato,1505,24 mese,1,"5,1 l/100 km (comb.)
6 l/100 km (urbano)
4,6 l/100 km (extraurbano)",133,,,,,,,
singole_pagine_fuel_D_condition_S.json,2211188d-d546-40f9-954b-98722606402e,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,1598 ,Manuale,Grigio,5,5,4,,6,Euro 6d-TEMP,Nero,Metallizzato,1505,24 mese,1,"5,1 l/100 km (comb.)
6 l/100 km (urbano)
4,6 l/100 km (extraurbano)",133,,,,,,,
singole_pagine_fuel_D_condition_S.json,5facf5ac-8d10-4ba4-a53f-4561b0168e7e,Audi,SUV/Fuoristrada/Pick-up,Diesel,KM0,Q3,1968 ,Automatico,Nero,5,5,4,anteriore,7,Euro 6d-TEMP,"Pelle parziale, Nero",Metallizzato,1655,,1,"4,7 l/100 km (comb.)
5,4 l/100 km (urbano)
4,3 l/100 km (extraurbano)",124,,,,,,,
singole_pagine_fuel_D_condition_S.json,988ed77c-6927-4d0d-8179-39e5538aa92d,Mercedes-Benz,SUV/Fuoristrada/Pick-up,Diesel,KM0,GLA 200,1950 ,Automatico,Nero,5,5,4,4x4,8,Euro 6d-TEMP,"Pelle parziale, Nero",,1670,,1,"4,9 l/100 km (comb.)
6 l/100 km (urbano)
4,3 l/100 km (extraurbano)",130,,,,,,,
singole_pagine_fuel_D_condition_S.json,721466c2-b7d4-4c4c-8740-79c668215142,Fiat,SUV/Fuoristrada/Pick-up,Diesel,KM0,500L,1248 ,Manuale,Marrone,5,5,4,,5,Euro 6d-TEMP,,,1495,,1,"4,3 l/100 km (comb.)
4,9 l/100 km (urbano)
3,6 l/100 km (extraurbano)",113,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,0f0214bd-01b0-4dc4-a771-b9be5bfaf600,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,4 ,Automatico,Grigio,,5,4,anteriore,6,Euro 6,"Stoffa, Nero",,1355,23 mese,1,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
4,8 l/100 km (extraurbano)",116,Sì,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,f21259d1-6308-4e28-9791-4075fd3c025a,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,4 ,Automatico,Grigio,,5,4,anteriore,6,Euro 6,"Stoffa, Nero",,1355,23 mese,1,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
4,8 l/100 km (extraurbano)",116,Sì,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,86b8fa92-1e00-45a3-b2fe-f507002258a0,Fiat,SUV/Fuoristrada/Pick-up,Diesel,KM0,Fullback,2442 ,Manuale,Nero,5,4,4,4x4,6,Euro 6,"Stoffa, Grigio",Metallizzato,,,,"6,9 l/100 km (comb.)
8,9 l/100 km (urbano)
5,7 l/100 km (extraurbano)",180,,,,,,,
singole_pagine_fuel_D_condition_S.json,6187c8da-ee31-4bbd-9a76-b93470d8b1f3,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,1598 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6,,,,,,"4,8 l/100 km (comb.)
5,7 l/100 km (urbano)
4,2 l/100 km (extraurbano)",127,,,,,,,
singole_pagine_fuel_D_condition_S.json,0252293b-7665-41cd-a76c-ffb863842071,Volkswagen,SUV/Fuoristrada/Pick-up,Diesel,KM0,Amarok,2967 ,Automatico,Grigio,5,4,6,4x4,8,Euro 6,,,,,,"7,8 l/100 km (comb.)
8,6 l/100 km (urbano)
7,3 l/100 km (extraurbano)",204,,,,,,,
singole_pagine_fuel_D_condition_S.json,790981d7-b485-463d-b54a-64bf637545d2,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,1598 ,Automatico,Grigio,5,5,4,anteriore,6,Euro 6,,Metallizzato,1430,,,"4,8 l/100 km (comb.)
5,3 l/100 km (urbano)
4,4 l/100 km (extraurbano)",116,,,,,,,
singole_pagine_fuel_D_condition_S.json,f9d8b563-7281-4720-b01e-335060701bcd,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,1598 ,Automatico,Grigio,5,5,4,anteriore,6,Euro 6,,Metallizzato,1430,,,"4,8 l/100 km (comb.)
5,3 l/100 km (urbano)
4,4 l/100 km (extraurbano)",116,,,,,,,
singole_pagine_fuel_D_condition_S.json,cd5ea18d-b12b-4b3f-9142-dd38a1e5249d,Fiat,SUV/Fuoristrada/Pick-up,Diesel,KM0,500X,1598 ,Manuale,,5,5,4,anteriore,6,Euro 6,,,,,,"4,7 l/100 km (comb.)
5 l/100 km (urbano)
4,5 l/100 km (extraurbano)",122,,,,,,,
singole_pagine_fuel_D_condition_S.json,0058ea39-59b5-42b0-8b7f-2f5150035efc,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,1956 ,Automatico,Nero,5,5,4,,9,Euro 6d-TEMP,,Metallizzato,1505,,1,"5,8 l/100 km (comb.)
7,1 l/100 km (urbano)
5,1 l/100 km (extraurbano)",154,,,,,,,
singole_pagine_fuel_D_condition_S.json,0a9a9cd4-6dc3-48e5-a5eb-92407550dd2d,Volkswagen,SUV/Fuoristrada/Pick-up,Diesel,KM0,Tiguan,1968 ,Automatico,Nero,5,5,4,4x4,6,Euro 6,"Stoffa, Nero",Metallizzato,1690,,,"5,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5 l/100 km (extraurbano)",145,,,,,,,
singole_pagine_fuel_D_condition_S.json,f76dc70e-c1dd-4edd-9990-16052a4746a5,Alfa Romeo,SUV/Fuoristrada/Pick-up,Diesel,KM0,Stelvio,2143 ,Automatico,Blu/Azzurro,5,5,4,posteriore,8,Euro 6d-TEMP,"Pelle totale, Nero",Metallizzato,1679,24 mese,,"5,2 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",138,,,,,,,
singole_pagine_fuel_D_condition_S.json,96f90d5b-e47b-47d1-926f-9739a532ef60,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,1956 ,Automatico,Bianco,5,5,4,,9,Euro 6,"Stoffa, Grigio",Base,1615,24 mese,,"6,2 l/100 km (comb.)
7,4 l/100 km (urbano)
5,2 l/100 km (extraurbano)",157,,,,,,,
singole_pagine_fuel_D_condition_S.json,f10989cb-1d2b-4dcb-a9b2-f320b3807463,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Grigio,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,1fbe493c-3d53-4dd1-b205-2c70167e0460,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Grigio,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,f218b95d-8fa7-4f22-9168-0b38e945b5ef,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Grigio,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,250ba6e2-2083-41b7-8e22-ad3f0d33cc46,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,4 ,Automatico,Grigio,5,5,4,anteriore,6,Euro 6,"Stoffa, Nero",,1355,21 mese,1,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
4,8 l/100 km (extraurbano)",116,Sì,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,0270c8a5-ec16-430e-a736-9c6c5c7b89b1,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Grigio,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,4041db34-ba08-40ca-8139-24114ab3c6be,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Grigio,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,3929185b-bfeb-4388-9135-bb6c57a47a80,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Compass,4 ,Manuale,Grigio,5,5,4,anteriore,6,Euro 6,"Pelle parziale, Nero",,1540,24 mese,1,"4 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",122,,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,5b468881-c186-4ecb-a861-14033c11eed5,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,4 ,Automatico,Grigio,5,5,4,anteriore,6,Euro 6,"Stoffa, Nero",,1355,21 mese,1,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
4,8 l/100 km (extraurbano)",116,Sì,Sì,,,,,
singole_pagine_fuel_D_condition_S.json,0a778f6b-9325-4d75-8c43-0db04600c426,Jeep,SUV/Fuoristrada/Pick-up,Diesel,KM0,Renegade,4 ,Automatico,Grigio,5,5,4,anteriore,6,Euro 6,"Stoffa, Nero",,1355,23 mese,1,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
4,8 l/100 km (extraurbano)",116,Sì,Sì,,,,,
