Carrozzeria,id_annuncio,Alimentazione,Tipo di cambio,Tipo di veicolo,Marca,Modello,Porte,Tipo di unità,Cilindrata,Posti a sedere,Cilindri,Colore esterno,Marce,Classe emissioni,Consumo carburante,Colore originale,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Veicolo per non fumatori,Anno,Tagliandi certificati
City car,93168c4f-51b7-44c1-a703-fa4c6238fed6,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,Euro 6,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",Grigio,,Metallizzato,960,24 mese,,,,
City car,38c57868-8502-455f-bd56-7c6f05b3b4ab,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,Euro 6,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",Grigio,"Stoffa, Grigio",Metallizzato,960,24 mese,,,,
City car,668a9ef6-483d-4308-8223-38aa8343984f,Benzina,Automatico,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,Euro 6,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Antracite,,Metallizzato,1050,24 mese,,,,
City car,feeafdcc-0658-4bf4-a2a7-31c3f12239c0,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,Euro 6,"5,2 l/100 km (comb.)
6,5 l/100 km (urbano)
4,4 l/100 km (extraurbano)",GRIGIO CARRARA,,Base,960,24 mese,,,,
City car,7a096126-b86f-4627-a732-244c7484123e,Benzina,Manuale,Nuovo,Abarth,595,3,anteriore,1368,4,4,Blu/Azzurro,5,Euro 6,"6,6 l/100 km (comb.)
8,7 l/100 km (urbano)
5,4 l/100 km (extraurbano)",Blu,,Metallizzato,1120,24 mese,,,,
City car,d71a486e-10dc-43f8-86f1-bf0eb76233ca,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Blu/Azzurro,5,Euro 6,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",Blu,,Metallizzato,960,24 mese,,,,
City car,1fd296cf-1a04-441d-9af2-e8430fb3d2bb,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Blu/Azzurro,5,Euro 6,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",Blu,,Metallizzato,960,24 mese,,,,
City car,dc50519d-70e7-423b-a631-a74c80ed6c7c,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,Euro 6,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",GRIGIO CARRARA,"Stoffa, Grigio",Base,960,24 mese,,,,
City car,113b2fb5-ae01-45c9-9cdf-161a6dc0600d,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Blu/Azzurro,5,Euro 6,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",Blu,,Metallizzato,960,24 mese,,,,
City car,90e5c896-1d35-414d-8149-ce26548b39ca,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,Euro 6,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",GRIGIO CARRARA,"Stoffa, Grigio",Base,960,24 mese,,,,
City car,d86551c5-8616-465a-acbb-28f0b74a7e57,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,Euro 6,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",GRIGIO CARRARA,"Stoffa, Grigio",Base,960,24 mese,,,,
City car,90e5c896-1d35-414d-8149-ce26548b39ca,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,Euro 6,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",GRIGIO CARRARA,"Stoffa, Grigio",Base,960,24 mese,,,,
City car,a512c9a4-30af-4b50-b324-11d06974f3a0,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,1193,5,3,Bianco,5,Euro 6d-TEMP,"4,7 l/100 km (comb.)
5,3 l/100 km (urbano)
4,4 l/100 km (extraurbano)",,"Stoffa, Altro",,950,60 mese,,,,Sì
City car,d89d4c95-1776-42c7-bfa9-7b86ef0697eb,Benzina,Manuale,Nuovo,MINI,One,3,anteriore,1499,4,3,Verde,6,Euro 6,"5,1 l/100 km (comb.)
6,6 l/100 km (urbano)
4,2 l/100 km (extraurbano)",British Racing Green IV,"Stoffa, Nero",Metallizzato,1210,24 mese,,,,
City car,11b97907-1384-4146-ab69-1904de9f2d34,Benzina,Manuale,Nuovo,MINI,One,3,anteriore,1499,4,3,Argento,6,Euro 6,"5,1 l/100 km (comb.)
6,6 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Vari colori,"Stoffa, Nero",Metallizzato,1210,24 mese,,,,
City car,d2bd81a9-6bbe-4ab2-b445-190a7d2552bc,Benzina,Manuale,Nuovo,Mahindra,KUV100,5,anteriore,1198,5,3,Bianco,5,Euro 6,"6,2 l/100 km (comb.)
7,5 l/100 km (urbano)
5,4 l/100 km (extraurbano)",,"Stoffa, Nero",,1190,36 mese,0,,,
City car,fe813e91-edba-49aa-89a0-ae14a1ea4b25,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,1193,5,3,Bianco,5,Euro 6d-TEMP,"4,7 l/100 km (comb.)
5,3 l/100 km (urbano)
4,4 l/100 km (extraurbano)",,"Stoffa, Altro",,950,60 mese,,,,Sì
City car,6c288f3c-6f08-4889-9bf5-59d753bd61a1,Benzina,Automatico,Nuovo,MINI,John Cooper Works,3,anteriore,1998,4,4,Grigio,8,Euro 6,"6,9 l/100 km (comb.)
9 l/100 km (urbano)
5,7 l/100 km (extraurbano)",Moonwalk Grey,"Stoffa, Grigio",Metallizzato,1310,24 mese,,,,
City car,d627bdf2-0c8d-43bb-b9e2-91b41a60a7dc,Benzina,Manuale,Nuovo,MINI,One,3,anteriore,1499,4,3,Nero,6,Euro 6,"5 l/100 km (comb.)
6,4 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Midnight Black,"Stoffa, Nero",Metallizzato,1210,24 mese,,,,
City car,c294de42-c3c4-403e-a17b-02687d738bde,Benzina,Manuale,Nuovo,MINI,One,3,anteriore,1499,4,3,Grigio,6,Euro 6,"5 l/100 km (comb.)
6,4 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Moonwalk Grey,"Stoffa, Nero",Metallizzato,1210,24 mese,,,,
City car,53f4edda-17b2-4304-9718-609c3625535d,Benzina,Manuale,Nuovo,MINI,One,3,anteriore,1499,4,3,Argento,6,Euro 6,"5 l/100 km (comb.)
6,4 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Vari colori,"Stoffa, Nero",Metallizzato,1210,24 mese,,,,
City car,552c1eab-93f8-44ae-be16-5bac9cc49dbf,Benzina,Automatico,Nuovo,MINI,John Cooper Works,3,anteriore,1998,4,4,Argento,8,Euro 6,"6,9 l/100 km (comb.)
9 l/100 km (urbano)
5,7 l/100 km (extraurbano)",Vari colori,"Stoffa, Grigio",Metallizzato,1310,24 mese,,,,
City car,627cac8f-5894-43d6-ad47-9736840245fe,Benzina,Manuale,Nuovo,MINI,One,3,anteriore,1499,4,3,Argento,6,Euro 6,"5 l/100 km (comb.)
6,4 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Vari colori,"Stoffa, Nero",Metallizzato,1210,24 mese,,,,
City car,723eba7e-7ba4-423c-8500-61e444184404,Benzina,Automatico,Nuovo,BMW,135,5,4x4,2000,,,Nero,8,Euro 6d-TEMP,,,Pelle totale,,,Sì,,,,Sì
City car,1221460c-19ef-49bd-9670-16bfcbf24080,Benzina,Automatico,Nuovo,BMW,135,5,4x4,2000,,,Grigio,8,Euro 6d-TEMP,,,"Pelle parziale, Nero",,,Sì,,,,Sì
City car,00117690-3d45-492f-a851-78a7755020a4,Benzina,Manuale,Nuovo,MINI,One,5,anteriore,1500,5,,Verde,6,Euro 6d-TEMP,,,"Stoffa, Nero",,,24 mese,,,,Sì
City car,333c74c8-78f9-4318-b213-e45cb30e046c,Benzina,Manuale,Nuovo,MINI,One,5,anteriore,1500,5,,Nero,6,Euro 6d-TEMP,,,"Stoffa, Nero",,,24 mese,,,,Sì
City car,04f1baef-503a-4b66-97bd-65a413a7e394,Benzina,Automatico,Nuovo,BMW,118,5,anteriore,1500,,,Blu/Azzurro,7,,,,"Alcantara, Nero",,,Sì,,,,Sì
City car,8259eb1f-714c-47fd-b64e-4ce41f1e3c96,Benzina,Manuale,Nuovo,MINI,One,3,anteriore,1500,4,,Nero,6,Euro 6d-TEMP,,,"Stoffa, Nero",,,24 mese,,,,Sì
City car,c4e0e0c1-1739-4414-87c8-0589988ecfbc,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,999,5,3,Argento,5,Euro 6d-TEMP,"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",,,,935,,,,,
City car,c7dfa5a3-7505-4340-8770-c0a027c7d93c,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",Grigio scuro,,Metallizzato,960,24 mese,,,,
City car,8112f1b1-36ca-4e0c-821d-eb2257ab6dcf,Benzina,Manuale,Nuovo,Fiat,Panda,5,anteriore,1242,5,4,Rosso,5,,"5,7 l/100 km (comb.)
7,6 l/100 km (urbano)
5,3 l/100 km (extraurbano)",,"Altro, Altro",,,24 mese,,,,
City car,f15b1f19-8c6b-4c90-a979-e31675c2e55e,Benzina,Manuale,Nuovo,Citroen,C1,5,anteriore,,4,3,Blu/Azzurro,5,Euro 6d-TEMP,,BLU CALVI,"Stoffa, Nero",Metallizzato,,24 mese,0,Sì,,Sì
City car,8f690a03-32b7-4064-bb11-85bb439ea5b1,Benzina,Automatico,Nuovo,MINI,Cooper S,5,anteriore,1998,5,4,Rosso,7,Euro 6,"6,2 l/100 km (comb.)
8,3 l/100 km (urbano)
5 l/100 km (extraurbano)",Individual,"Pelle totale, Grigio",Metallizzato,1325,24 mese,,,,
City car,71206ce1-3cda-40f4-9c2b-54fcf06678a2,Benzina,Automatico,Nuovo,MINI,Cooper S,5,anteriore,1998,5,4,Argento,7,Euro 6,"6,2 l/100 km (comb.)
8,3 l/100 km (urbano)
5 l/100 km (extraurbano)",Vari colori,"Pelle totale, Grigio",Metallizzato,1325,24 mese,,,,
City car,92ce8b7b-0296-4cf8-8074-d32469fcaa81,Benzina,Manuale,Nuovo,Fiat,Panda,5,,1242,5,4,Grigio,5,Euro 6d-TEMP,"4,9 l/100 km (comb.)
6,5 l/100 km (urbano)
4,2 l/100 km (extraurbano)",GRIGIO MODA,"Stoffa, Nero",,1015,24 mese,0,,,
City car,be749de3-37ed-4bdb-807c-3ac56f587805,Benzina,Manuale,Nuovo,Abarth,595,,,,,,Nero,,,,Nero scorpione,"Pelle parziale, Nero",Metallizzato,,24 mese,,,,
City car,4ce22b04-c1cf-41a0-9819-8f1bd4f54608,Benzina,Manuale,Nuovo,Abarth,595,3,anteriore,1368,4,4,Blu/Azzurro,5,,"6,8 l/100 km (comb.)
8,8 l/100 km (urbano)
5,6 l/100 km (extraurbano)",Tetto nero,"Stoffa, Altro",Metallizzato,,24 mese,,,,
City car,2d03057c-1dfb-4898-8ee3-1951c3d444ab,Benzina,Automatico,Nuovo,Nissan,Micra,5,anteriore,999,5,3,Nero,5,,"4,7 l/100 km (comb.)
5,6 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,"Stoffa, Altro",Metallizzato,,36 mese,,,,
City car,5482482c-c05a-468c-9cf0-732e8aa0e378,Benzina,Manuale,Nuovo,Mahindra,KUV100,5,anteriore,1200,5,3,Bianco,,Euro 6,,DIAMOND WHITE,"Stoffa, Nero",Base,,36 mese,,,,
City car,753b4088-c09f-4e03-84bb-4296fe30ab96,Benzina,Manuale,Nuovo,Mahindra,KUV100,5,anteriore,1200,5,3,Bianco,,,,DIAMOND WHITE,"Stoffa, Nero",Base,,36 mese,,,,
City car,d6398eed-4c19-4213-95cc-9ea2fc6b1400,Benzina,Manuale,Nuovo,Mahindra,KUV100,5,anteriore,1200,5,3,Bianco,,,,DIAMOND WHITE,"Stoffa, Nero",Base,,36 mese,,,,
City car,039923dc-1b7b-4862-9dbc-9353e47b6251,Benzina,Manuale,Nuovo,Mahindra,KUV100,5,anteriore,1200,5,3,Grigio,,,,DESIGNER GREY,"Stoffa, Nero",Base,,36 mese,,,,
City car,f73e88d4-063c-4624-9840-45ed9e69bf09,Benzina,Manuale,Nuovo,Mahindra,KUV100,5,anteriore,1200,5,3,Grigio,,,,ARGENTO,"Stoffa, Nero",Base,,36 mese,,,,
City car,887d1fa6-3a15-4e7e-bf3f-9f0dea2e0d44,Benzina,Manuale,Nuovo,Abarth,595,3,anteriore,1368,4,4,Verde,5,Euro 6,"6,8 l/100 km (comb.)
8,7 l/100 km (urbano)
5,7 l/100 km (extraurbano)",Verde,"Pelle parziale, Nero",Base,1140,24 mese,,,,
City car,4d201b93-cd40-49ee-af10-29b22a25344d,Benzina,Manuale,Nuovo,Abarth,595,3,anteriore,,4,4,Rosso,5,Euro 6d-TEMP,,,"Stoffa, Nero",,,,,Sì,,
City car,883a5754-772c-42a9-a5a2-0c4f43703dc4,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,1000,5,3,Nero,,,"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,6 l/100 km (extraurbano)",AMETHYST BLACK (M),"Stoffa, Nero",Metallizzato,,60 mese,,,,
City car,53ca26d2-a365-4f74-915a-0e556fbdd68b,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,1000,5,3,Bianco,,,,POLAR WHITE (P),"Stoffa, Nero",Base,,60 mese,,,,
City car,0521e51c-200d-4d2e-b6ee-f878ce97434c,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,1000,5,3,Rosso,,,,MAJESTIC RED (M),"Stoffa, Nero",Base,,60 mese,,,,
City car,76ca0a95-9e7c-4975-a70f-a0915072d2d7,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,1000,5,3,Bianco,,,,POLAR WHITE (P),"Stoffa, Nero",Base,,60 mese,,,,
City car,1f91bed7-4c70-4e3c-86f4-a18e051efeee,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,1000,5,3,Nero,,,"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,6 l/100 km (extraurbano)",AMETHYST BLACK (M),"Stoffa, Nero",Metallizzato,,60 mese,,,,
City car,6dd9792b-7a81-40d5-bf88-3c629a56b9e6,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,1000,5,3,Blu/Azzurro,,,"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,6 l/100 km (extraurbano)",CERULEAN BLUE (M),"Stoffa, Nero",Base,,60 mese,,,,
City car,13bc0774-12d5-4aff-b7aa-70c59e9b3d2c,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,1000,5,3,Rosso,,,"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,6 l/100 km (extraurbano)",WINE RED,"Stoffa, Nero",Base,,60 mese,,,,
City car,a2a15258-7b07-4775-9231-99f12b212384,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,1000,5,3,Rosso,,,"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,6 l/100 km (extraurbano)",WINE RED,"Stoffa, Nero",Base,,60 mese,,,,
City car,c8a2dd1f-e59e-4aa1-bf9a-1527495eafb8,Benzina,Automatico,Nuovo,MINI,Cooper S,5,anteriore,1998,5,4,Rosso,7,Euro 6,"6,2 l/100 km (comb.)
8,3 l/100 km (urbano)
5 l/100 km (extraurbano)",Pure Burgundy,"Pelle totale, Grigio",Metallizzato,1325,24 mese,,,,
City car,bbfe9fd5-8d24-4ca3-a5bc-034b4622bb7c,Benzina,Automatico,Nuovo,MINI,Cooper S,5,anteriore,1998,5,4,Argento,7,Euro 6,"6,2 l/100 km (comb.)
8,3 l/100 km (urbano)
5 l/100 km (extraurbano)",Vari colori,"Pelle totale, Grigio",Metallizzato,1325,24 mese,,,,
City car,48c066b2-3168-4704-928a-691d8a9dd501,Benzina,Manuale,Nuovo,Abarth,595,3,anteriore,1368,4,4,Nero,5,,"6,8 l/100 km (comb.)
8,8 l/100 km (urbano)
5,6 l/100 km (extraurbano)",,"Alcantara, Altro",Metallizzato,,24 mese,,,,
City car,c243def0-7301-4d04-9609-e3c9f03ff312,Benzina,Automatico,Nuovo,BMW,118,5,anteriore,1500,5,,Nero,7,Euro 6d-TEMP,,,"Stoffa, Nero",,,24 mese,,,,Sì
City car,b9f7ca2f-a76b-43ae-af7b-7ab76b11684a,Benzina,Manuale,Nuovo,Volkswagen,up!,5,anteriore,999,4,3,Argento,5,,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",,"Altro, Altro",Metallizzato,,,,,,
City car,38904eb0-f4f4-41fe-b0ca-e20f7d9cb1a8,Benzina,Manuale,Nuovo,Abarth,595 Competizione,,anteriore,14,,4,Grigio,5,Euro 6d-TEMP,,Antracite,"Stoffa, Grigio",Base,,,,,2020,
City car,088f9eb2-cc40-4a96-b098-facd539937a7,Benzina,Manuale,Nuovo,Abarth,595,,anteriore,14,,4,Grigio,5,Euro 6d-TEMP,,Grigio scuro,"Stoffa, Grigio",Metallizzato,,24 mese,,Sì,2020,
City car,5e16da3b-4932-4529-b960-827a3abbb707,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,1000,5,3,Rosso,,Euro 6,"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,6 l/100 km (extraurbano)",WINE RED,"Stoffa, Nero",Base,,60 mese,,,,
City car,f34ae9c3-be33-4e9c-9ae0-57d00de2807a,Benzina,Manuale,Nuovo,Mitsubishi,Space Star,5,anteriore,1000,5,3,Blu/Azzurro,,Euro 6,"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,6 l/100 km (extraurbano)",CERULEAN BLUE (M),"Stoffa, Nero",Base,,60 mese,,,,
City car,44b5c855-8f4c-413a-840b-d4b6f35fa094,Benzina,Manuale,Nuovo,Fiat,500,5,anteriore,1242,5,,Bianco,5,Euro 6,,Bianco Gelato,"Stoffa, Nero",Metallizzato,,,,,2020,
City car,bff9bdcf-0b7f-461e-99ca-599118d60f60,Benzina,Automatico,Nuovo,MINI,John Cooper Works,3,anteriore,1998,2,4,Argento,8,Euro 6,"7,3 l/100 km (comb.)
9,1 l/100 km (urbano)
6,2 l/100 km (extraurbano)",Vari colori,"Pelle parziale, Nero",Metallizzato,1330,24 mese,,,,
City car,762601e3-da4b-44c7-b2ce-742a5ffa3cc4,Benzina,Automatico,Nuovo,MINI,John Cooper Works,3,anteriore,1998,2,4,Argento,8,Euro 6,"7,3 l/100 km (comb.)
9,1 l/100 km (urbano)
6,2 l/100 km (extraurbano)",Vari colori,"Pelle parziale, Nero",Metallizzato,1330,24 mese,,,,
City car,ad9e18b3-1818-413c-9453-1f3fb86452b2,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,,Bianco,5,Euro 6,"4,8 l/100 km (comb.)",Bianco,,,,,,,,
City car,305091bb-463e-401c-9d9a-a00e8234812f,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,,Rosso,5,Euro 6,"4,8 l/100 km (comb.)",Rosso,,,,,,,,
City car,437ac96d-11f6-4a19-bcfc-b15d01e1a765,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,,Grigio,5,Euro 6,"4,8 l/100 km (comb.)",Grigio,,,,,,,,
City car,5c20bb72-74f7-4b28-8546-1ada8ee5a426,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,,Rosso,5,Euro 6,"4,8 l/100 km (comb.)",Rosso,,,,,,,,
City car,04dab951-24bd-49bb-a989-6fa008ad947c,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,Euro 6,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",Grigio scuro,Pelle parziale,Metallizzato,960,12 mese,,Sì,,
City car,c3f15dbd-b92d-4f3a-b700-a27b90c4b388,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Nero,5,,,NERO VESUVIO,,Metallizzato,,,,,,
City car,e71751b3-7462-4860-b389-c19f542c1093,Benzina,Manuale,Nuovo,Fiat,500L,5,,1368,5,4,Grigio,6,Euro 6d-TEMP,"6,2 l/100 km (comb.)
8,7 l/100 km (urbano)
5,6 l/100 km (extraurbano)",grigio moda,"Stoffa, Nero",Metallizzato,1375,,,,,
City car,a844b8f4-21bd-482f-b191-269bab434134,Benzina,Manuale,Nuovo,Lancia,Ypsilon,5,,1242,5,4,Grigio,5,Euro 6d-TEMP,"5,5 l/100 km (comb.)
6,8 l/100 km (urbano)
4,7 l/100 km (extraurbano)",GRIGIO SCURO METALLIZATO,"Stoffa, Nero",Metallizzato,1040,24 mese,0,,,
City car,507bd205-ce2a-4fa9-88d1-7a2eb910f884,Benzina,Manuale,Nuovo,Lancia,Ypsilon,5,,1242,4,4,Rosso,5,Euro 6d-TEMP,"5,5 l/100 km (comb.)
6,8 l/100 km (urbano)
4,7 l/100 km (extraurbano)",ROSSO ARGILLA,"Stoffa, Nero",,1040,24 mese,0,,,
City car,8c07aa68-cc9f-44ac-a343-948f7c68764a,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,,"4,9 l/100 km (comb.)
6,2 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Grigio scuro,,Base,900,24 mese,,,,
City car,1c09604e-c38b-4d76-8476-4502c9c8a773,Benzina,Manuale,Nuovo,Mahindra,KUV100,5,anteriore,1200,5,3,Nero,,Euro 6,,VOLCANO BLACK,"Stoffa, Nero",Base,,36 mese,,,,
City car,c33701f1-6bab-4745-a8b5-ca88405db579,Benzina,Manuale,Nuovo,Abarth,595,3,anteriore,1368,4,4,Nero,5,,"6,6 l/100 km (comb.)
8,7 l/100 km (urbano)
5,4 l/100 km (extraurbano)",,"Stoffa, Altro",Metallizzato,,24 mese,,,,
City car,fd980fdc-c3cf-448e-980a-8d9e2a556e72,Benzina,Manuale,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,,,grigio pompei,,Metallizzato,,,,,,
City car,aa64766a-d442-4054-9dc8-7bb7f96d2ef8,Benzina,Automatico,Nuovo,Fiat,500,3,anteriore,1242,4,4,Blu/Azzurro,5,Euro 6,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,"Stoffa, Altro",Metallizzato,,,,,2020,
City car,3772583d-31ab-4063-b559-da79ef35e8b6,Benzina,Automatico,Nuovo,Fiat,500,3,anteriore,1242,4,4,Grigio,5,Euro 6,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,"Stoffa, Altro",Metallizzato,,,,,2020,
City car,849cd083-96e4-4dcd-96d0-70e9a7a13315,Benzina,Automatico,Nuovo,Fiat,500,3,anteriore,1242,4,4,Nero,5,Euro 6,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,"Stoffa, Altro",Metallizzato,,,,,2020,
City car,44d6938f-1339-48df-9d86-e42172bab80d,Benzina,Automatico,Nuovo,Fiat,500,3,anteriore,1242,4,4,Nero,5,Euro 6,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,,,,,2020,
